ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
sce03008,Ribosome biogenesis in eukaryotes,61,-0.4547565550245209,-2.18211835208799,4.377392115615532e-6,3.8958789828978234e-4,3.5940693159790683e-4,1064,"tags=74%, list=37%, signal=48%",HRR25/MPP10/MEX67/RIO1/NAN1/RCL1/CKA2/RIO2/KRE33/UTP5/BMS1/NOP4/RAT1/SDO1/PWP2/UTP4/REX2/CBF5/RIX7/RRP7/RPP1/NUG1/NOP1/GAR1/TIF6/AFG2/NOP56/RIA1/UTP22/CKB1/UTP9/NMD3/UTP21/IMP4/MDN1/EMG1/UTP15/DIP2/NOG1/CKA1/UTP6/UTP10/NOB1/UTP14/FAP7
sce04111,Cell cycle - yeast,45,-0.4494998480497557,-2.055745198968696,9.73639569331709e-5,0.004332696083526105,0.003997046653045963,945,"tags=64%, list=33%, signal=44%",CYC8/HSL7/DBF2/SWI4/MCM3/SMC4/PPH22/PHO4/MCM6/CDC55/MBP1/GRR1/TAH11/MCM7/CDC53/SWI6/SMC1/ORC2/MCM2/YCG1/KSS1/SMC3/SLK19/DAM1/CDC14/GIN4/MAD1/BRN1/MRC1
