Original_ID	ORF	GENENAME	COMMON	ENTREZID	Final_ID	Conversion_Method	Status
GPA2	YER020W	GPA2	GPA2	856741	GPA2	GENENAME_found	SUCCESS
SNF1	YDR477W	SNF1	SNF1	852088	SNF1	GENENAME_found	SUCCESS
REI1	YBR267W	REI1	REI1	852569	REI1	GENENAME_found	SUCCESS
BUL2	YML111W	BUL2	BUL2	854929	BUL2	GENENAME_found	SUCCESS
SEF1	YBL066C	SEF1	SEF1	852214	SEF1	GENENAME_found	SUCCESS
PDX1	YGR193C	PDX1	PDX1	853107	PDX1	GENENAME_found	SUCCESS
PRI1	YIR008C	PRI1	PRI1	854825	PRI1	GENENAME_found	SUCCESS
IDH2	YOR136W	IDH2	IDH2	854303	IDH2	GENENAME_found	SUCCESS
YEL043W	YEL043W	NA	NA	856668	YEL043W	ORF_unchanged	SUCCESS
SCW10	YMR305C	SCW10	SCW10	855352	SCW10	GENENAME_found	SUCCESS
ATP4	YPL078C	ATP4	ATP4	856027	ATP4	GENENAME_found	SUCCESS
EXO70	YJL085W	EXO70	EXO70	853359	EXO70	GENENAME_found	SUCCESS
TGL5	YOR081C	TGL5	TGL5	854248	TGL5	GENENAME_found	SUCCESS
YHR097C	YHR097C	NA	NA	856497	YHR097C	ORF_unchanged	SUCCESS
FMP27	YLR454W	FMP27	FMP27	851175	FMP27	GENENAME_found	SUCCESS
AGE2	YIL044C	AGE2	AGE2	854767	AGE2	GENENAME_found	SUCCESS
DBP7	YKR024C	DBP7	DBP7	853894	DBP7	GENENAME_found	SUCCESS
DBP1	YPL119C	DBP1	DBP1	855984	DBP1	GENENAME_found	SUCCESS
LEO1	YOR123C	LEO1	LEO1	854290	LEO1	GENENAME_found	SUCCESS
TRS130	YMR218C	TRS130	TRS130	855258	TRS130	GENENAME_found	SUCCESS
NSA2	YER126C	NSA2	NSA2	856863	NSA2	GENENAME_found	SUCCESS
SGM1	YJR134C	SGM1	SGM1	853598	SGM1	GENENAME_found	SUCCESS
TED1	YIL039W	TED1	TED1	854772	TED1	GENENAME_found	SUCCESS
GRH1	YDR517W	GRH1	GRH1	852129	GRH1	GENENAME_found	SUCCESS
PBS2	YJL128C	PBS2	PBS2	853313	PBS2	GENENAME_found	SUCCESS
NMA2	YGR010W	NMA2	NMA2	852893	NMA2	GENENAME_found	SUCCESS
YOR385W	YOR385W	NA	NA	854567	YOR385W	ORF_unchanged	SUCCESS
GSH2	YOL049W	GSH2	GSH2	854108	GSH2	GENENAME_found	SUCCESS
CRN1	YLR429W	CRN1	CRN1	851148	CRN1	GENENAME_found	SUCCESS
MSC6	YOR354C	MSC6	MSC6	854536	MSC6	GENENAME_found	SUCCESS
ANB1	YJR047C	ANB1	ANB1	853506	ANB1	GENENAME_found	SUCCESS
SLT2	YHR030C	SLT2	SLT2	856425	SLT2	GENENAME_found	SUCCESS
SGV1	YPR161C	SGV1	SGV1	856290	SGV1	GENENAME_found	SUCCESS
FUS3	YBL016W	FUS3	FUS3	852265	FUS3	GENENAME_found	SUCCESS
STT4	YLR305C	STT4	STT4	851014	STT4	GENENAME_found	SUCCESS
ARP9	YMR033W	ARP9	ARP9	855049	ARP9	GENENAME_found	SUCCESS
RPL8A	YHL033C	RPL8A	RPL8A	856352	RPL8A	GENENAME_found	SUCCESS
CDC73	YLR418C	CDC73	CDC73	851136	CDC73	GENENAME_found	SUCCESS
SET3	YKR029C	SET3	SET3	853900	SET3	GENENAME_found	SUCCESS
QDR2	YIL121W	QDR2	QDR2	854685	QDR2	GENENAME_found	SUCCESS
GCN2	YDR283C	GCN2	GCN2	851877	GCN2	GENENAME_found	SUCCESS
GSH1	YJL101C	GSH1	GSH1	853344	GSH1	GENENAME_found	SUCCESS
APN1	YKL114C	APN1	APN1	853746	APN1	GENENAME_found	SUCCESS
TLG2	YOL018C	TLG2	TLG2	854142	TLG2	GENENAME_found	SUCCESS
VMS1	YDR049W	VMS1	VMS1	851618	VMS1	GENENAME_found	SUCCESS
UTP15	YMR093W	UTP15	UTP15	855118	UTP15	GENENAME_found	SUCCESS
HER1	YOR227W	HER1	HER1	854402	HER1	GENENAME_found	SUCCESS
MRT4	YKL009W	MRT4	MRT4	853860	MRT4	GENENAME_found	SUCCESS
GDI1	YER136W	GDI1	GDI1	856876	GDI1	GENENAME_found	SUCCESS
CUE1	YMR264W	CUE1	CUE1	855306	CUE1	GENENAME_found	SUCCESS
GUT2	YIL155C	GUT2	GUT2	854651	GUT2	GENENAME_found	SUCCESS
UTP23	YOR004W	UTP23	UTP23	854165	UTP23	GENENAME_found	SUCCESS
SNU66	YOR308C	SNU66	SNU66	854485	SNU66	GENENAME_found	SUCCESS
PDR17	YNL264C	PDR17	PDR17	855457	PDR17	GENENAME_found	SUCCESS
PAN1	YIR006C	PAN1	PAN1	854822	PAN1	GENENAME_found	SUCCESS
RPA49	YNL248C	RPA49	RPA49	855473	RPA49	GENENAME_found	SUCCESS
YNR040W	YNR040W	NA	NA	855776	YNR040W	ORF_unchanged	SUCCESS
PHO88	YBR106W	PHO88	PHO88	852403	PHO88	GENENAME_found	SUCCESS
IST1	YNL265C	IST1	IST1	855456	IST1	GENENAME_found	SUCCESS
RPS1A	YLR441C	RPS1A	RPS1A	851162	RPS1A	GENENAME_found	SUCCESS
DHR2	YKL078W	DHR2	DHR2	853784	DHR2	GENENAME_found	SUCCESS
RBL2	YOR265W	RBL2	RBL2	854439	RBL2	GENENAME_found	SUCCESS
SIS2	YKR072C	SIS2	SIS2	853946	SIS2	GENENAME_found	SUCCESS
NSA1	YGL111W	NSA1	NSA1	852767	NSA1	GENENAME_found	SUCCESS
NCL1	YBL024W	NCL1	NCL1	852257	NCL1	GENENAME_found	SUCCESS
DPB3	YBR278W	DPB3	DPB3	852580	DPB3	GENENAME_found	SUCCESS
TPO3	YPR156C	TPO3	TPO3	856279	TPO3	GENENAME_found	SUCCESS
UTR4	YEL038W	UTR4	UTR4	856673	UTR4	GENENAME_found	SUCCESS
HIS5	YIL116W	HIS5	HIS5	854690	HIS5	GENENAME_found	SUCCESS
GGA1	YDR358W	GGA1	GGA1	851960	GGA1	GENENAME_found	SUCCESS
RPB3	YIL021W	RPB3	RPB3	854791	RPB3	GENENAME_found	SUCCESS
URH1	YDR400W	URH1	URH1	852009	URH1	GENENAME_found	SUCCESS
NAP1	YKR048C	NAP1	NAP1	853922	NAP1	GENENAME_found	SUCCESS
YML6	YML025C	YML6	YML6	854983	YML6	GENENAME_found	SUCCESS
RPS5	YJR123W	RPS5	RPS5	853587	RPS5	GENENAME_found	SUCCESS
UBX3	YDL091C	UBX3	UBX3	851467	UBX3	GENENAME_found	SUCCESS
YNR065C	YNR065C	NA	NA	855802	YNR065C	ORF_unchanged	SUCCESS
RPN13	YLR421C	RPN13	RPN13	851140	RPN13	GENENAME_found	SUCCESS
RRP17	YDR412W	RRP17	RRP17	852021	RRP17	GENENAME_found	SUCCESS
TIM44	YIL022W	TIM44	TIM44	854790	TIM44	GENENAME_found	SUCCESS
IMP4	YNL075W	IMP4	IMP4	855649	IMP4	GENENAME_found	SUCCESS
KGD2	YDR148C	KGD2	KGD2	851726	KGD2	GENENAME_found	SUCCESS
RPL21A	YBR191W	RPL21A	RPL21A	852489	RPL21A	GENENAME_found	SUCCESS
RPS25A;RPS25B	NA	NA	NA	NA	RPS25A;RPS25B	COMPOSITE_SUCCESS	SUCCESS
YGP1	YNL160W	YGP1	YGP1	855562	YGP1	GENENAME_found	SUCCESS
DIM1	YPL266W	DIM1	DIM1	855862	DIM1	GENENAME_found	SUCCESS
NDC1	YML031W	NDC1	NDC1	854977	NDC1	GENENAME_found	SUCCESS
ERP1	YAR002C-A	ERP1	ERP1	851264	ERP1	GENENAME_found	SUCCESS
RPL17B	YJL177W	RPL17B	RPL17B	853262	RPL17B	GENENAME_found	SUCCESS
ATM1	YMR301C	ATM1	ATM1	855347	ATM1	GENENAME_found	SUCCESS
ALT1	YLR089C	ALT1	ALT1	850778	ALT1	GENENAME_found	SUCCESS
MOT2	YER068W	MOT2	MOT2	856799	MOT2	GENENAME_found	SUCCESS
FUN30	YAL019W	FUN30	FUN30	851214	FUN30	GENENAME_found	SUCCESS
MDH2	YOL126C	MDH2	MDH2	853994	MDH2	GENENAME_found	SUCCESS
RPL42A;RPL42B	NA	NA	NA	NA	RPL42A;RPL42B	COMPOSITE_SUCCESS	SUCCESS
TPS1	YBR126C	TPS1	TPS1	852423	TPS1	GENENAME_found	SUCCESS
LSO2	YGR169C-A	LSO2	LSO2	1466460	LSO2	GENENAME_found	SUCCESS
MAE1	YKL029C	MAE1	MAE1	853839	MAE1	GENENAME_found	SUCCESS
SLA2	YNL243W	SLA2	SLA2	855478	SLA2	GENENAME_found	SUCCESS
RPL24A	YGL031C	RPL24A	RPL24A	852852	RPL24A	GENENAME_found	SUCCESS
DNF1	YER166W	DNF1	DNF1	856913	DNF1	GENENAME_found	SUCCESS
DNF2	YDR093W	DNF2	DNF2	851667	DNF2	GENENAME_found	SUCCESS
MSC7	YHR039C	MSC7	MSC7	856434	MSC7	GENENAME_found	SUCCESS
NUP82	YJL061W	NUP82	NUP82	853385	NUP82	GENENAME_found	SUCCESS
MAD1	YGL086W	MAD1	MAD1	852794	MAD1	GENENAME_found	SUCCESS
WRS1	YOL097C	WRS1	WRS1	854056	WRS1	GENENAME_found	SUCCESS
MGR1	YCL044C	MGR1	MGR1	850313	MGR1	GENENAME_found	SUCCESS
IVY1	YDR229W	IVY1	IVY1	851815	IVY1	GENENAME_found	SUCCESS
RTC3	YHR087W	RTC3	RTC3	856487	RTC3	GENENAME_found	SUCCESS
YBL086C	YBL086C	NA	NA	852192	YBL086C	ORF_unchanged	SUCCESS
YMR295C	YMR295C	NA	NA	855341	YMR295C	ORF_unchanged	SUCCESS
NOP16	YER002W	NOP16	NOP16	856719	NOP16	GENENAME_found	SUCCESS
RPL38	YLR325C	RPL38	RPL38	851035	RPL38	GENENAME_found	SUCCESS
RRP12	YPL012W	RRP12	RRP12	856095	RRP12	GENENAME_found	SUCCESS
YMR209C	YMR209C	NA	NA	855249	YMR209C	ORF_unchanged	SUCCESS
HTB1	YDR224C	HTB1	HTB1	851810	HTB1	GENENAME_found	SUCCESS
RPN14	YGL004C	RPN14	RPN14	852880	RPN14	GENENAME_found	SUCCESS
SAM2	YDR502C	SAM2	SAM2	852113	SAM2	GENENAME_found	SUCCESS
NBP2	YDR162C	NBP2	NBP2	851740	NBP2	GENENAME_found	SUCCESS
PDR5	YOR153W	PDR5	PDR5	854324	PDR5	GENENAME_found	SUCCESS
NDI1	YML120C	NDI1	NDI1	854919	NDI1	GENENAME_found	SUCCESS
TAF10	YDR167W	TAF10	TAF10	851745	TAF10	GENENAME_found	SUCCESS
SHB17	YKR043C	SHB17	SHB17	853917	SHB17	GENENAME_found	SUCCESS
MRP51	YPL118W	MRP51	MRP51	855985	MRP51	GENENAME_found	SUCCESS
PPH22	YDL188C	PPH22	PPH22	851339	PPH22	GENENAME_found	SUCCESS
ADE8	YDR408C	ADE8	ADE8	852017	ADE8	GENENAME_found	SUCCESS
VMA7	YGR020C	VMA7	VMA7	852903	VMA7	GENENAME_found	SUCCESS
BCH1	YMR237W	BCH1	BCH1	855277	BCH1	GENENAME_found	SUCCESS
CKS1	YBR135W	CKS1	CKS1	852432	CKS1	GENENAME_found	SUCCESS
ELP3	YPL086C	ELP3	ELP3	856019	ELP3	GENENAME_found	SUCCESS
RPL10	YLR075W	RPL10	RPL10	850764	RPL10	GENENAME_found	SUCCESS
PGC1	YPL206C	PGC1	PGC1	855895	PGC1	GENENAME_found	SUCCESS
AIM45	YPR004C	AIM45	AIM45	856112	AIM45	GENENAME_found	SUCCESS
ADE13	YLR359W	ADE13	ADE13	851073	ADE13	GENENAME_found	SUCCESS
VPS29	YHR012W	VPS29	VPS29	856403	VPS29	GENENAME_found	SUCCESS
SRP14	YDL092W	SRP14	SRP14	851466	SRP14	GENENAME_found	SUCCESS
NUP116	YMR047C	NUP116	NUP116	855066	NUP116	GENENAME_found	SUCCESS
YNL035C	YNL035C	NA	NA	855695	YNL035C	ORF_unchanged	SUCCESS
YLR177W	YLR177W	NA	NA	850874	YLR177W	ORF_unchanged	SUCCESS
TOR2	YKL203C	TOR2	TOR2	853632	TOR2	GENENAME_found	SUCCESS
SED5	YLR026C	SED5	SED5	850713	SED5	GENENAME_found	SUCCESS
YDR061W	YDR061W	NA	NA	851633	YDR061W	ORF_unchanged	SUCCESS
TAL1	YLR354C	TAL1	TAL1	851068	TAL1	GENENAME_found	SUCCESS
IES3	YLR052W	IES3	IES3	850741	IES3	GENENAME_found	SUCCESS
NVJ2	YPR091C	NVJ2	NVJ2	856207	NVJ2	GENENAME_found	SUCCESS
PSP2	YML017W	PSP2	PSP2	854991	PSP2	GENENAME_found	SUCCESS
ECM21	YBL101C	ECM21	ECM21	852173	ECM21	GENENAME_found	SUCCESS
GPI17	YDR434W	GPI17	GPI17	852044	GPI17	GENENAME_found	SUCCESS
DNF3	YMR162C	DNF3	DNF3	855197	DNF3	GENENAME_found	SUCCESS
MTD1	YKR080W	MTD1	MTD1	853955	MTD1	GENENAME_found	SUCCESS
LDB19	YOR322C	LDB19	LDB19	854500	LDB19	GENENAME_found	SUCCESS
OPY2	YPR075C	OPY2	OPY2	856191	OPY2	GENENAME_found	SUCCESS
BEM1	YBR200W	BEM1	BEM1	852499	BEM1	GENENAME_found	SUCCESS
VAC14	YLR386W	VAC14	VAC14	851102	VAC14	GENENAME_found	SUCCESS
ATP11	YNL315C	ATP11	ATP11	855401	ATP11	GENENAME_found	SUCCESS
YET3	YDL072C	YET3	YET3	851487	YET3	GENENAME_found	SUCCESS
AGP1	YCL025C	AGP1	AGP1	850333	AGP1	GENENAME_found	SUCCESS
CHO1	YER026C	CHO1	CHO1	856748	CHO1	GENENAME_found	SUCCESS
VPS35	YJL154C	VPS35	VPS35	853287	VPS35	GENENAME_found	SUCCESS
HHO1	YPL127C	HHO1	HHO1	855976	HHO1	GENENAME_found	SUCCESS
SKG1	YKR100C	SKG1	SKG1	853975	SKG1	GENENAME_found	SUCCESS
DRE2	YKR071C	DRE2	DRE2	853945	DRE2	GENENAME_found	SUCCESS
MET2	YNL277W	MET2	MET2	855444	MET2	GENENAME_found	SUCCESS
LSM6	YDR378C	LSM6	LSM6	851984	LSM6	GENENAME_found	SUCCESS
APL4	YPR029C	APL4	APL4	856141	APL4	GENENAME_found	SUCCESS
PIB2	YGL023C	PIB2	PIB2	852861	PIB2	GENENAME_found	SUCCESS
ISW2	YOR304W	ISW2	ISW2	854480	ISW2	GENENAME_found	SUCCESS
KIN4	YOR233W	KIN4	KIN4	854408	KIN4	GENENAME_found	SUCCESS
TRS31	YDR472W	TRS31	TRS31	852083	TRS31	GENENAME_found	SUCCESS
PKH1	YDR490C	PKH1	PKH1	852101	PKH1	GENENAME_found	SUCCESS
SEC13	YLR208W	SEC13	SEC13	850905	SEC13	GENENAME_found	SUCCESS
POL32	YJR043C	POL32	POL32	853500	POL32	GENENAME_found	SUCCESS
RMD1	YDL001W	RMD1	RMD1	851563	RMD1	GENENAME_found	SUCCESS
SSA4	YER103W	SSA4	SSA4	856840	SSA4	GENENAME_found	SUCCESS
KAP104	YBR017C	KAP104	KAP104	852305	KAP104	GENENAME_found	SUCCESS
YMR226C	YMR226C	NA	NA	855266	YMR226C	ORF_unchanged	SUCCESS
MCT1	YOR221C	MCT1	MCT1	854396	MCT1	GENENAME_found	SUCCESS
IDP1	YDL066W	IDP1	IDP1	851493	IDP1	GENENAME_found	SUCCESS
IDP2	YLR174W	IDP2	IDP2	850871	IDP2	GENENAME_found	SUCCESS
SAH1	YER043C	SAH1	SAH1	856766	SAH1	GENENAME_found	SUCCESS
INH1	YDL181W	INH1	INH1	851347	INH1	GENENAME_found	SUCCESS
STU1	YBL034C	STU1	STU1	852246	STU1	GENENAME_found	SUCCESS
REP2	R0040C	REP2	REP2	NA	REP2	GENENAME_found	SUCCESS
QCR2	YPR191W	QCR2	QCR2	856321	QCR2	GENENAME_found	SUCCESS
RPL33A	YPL143W	RPL33A	RPL33A	855960	RPL33A	GENENAME_found	SUCCESS
KRE9	YJL174W	KRE9	KRE9	853265	KRE9	GENENAME_found	SUCCESS
TFC3	YAL001C	TFC3	TFC3	851262	TFC3	GENENAME_found	SUCCESS
KTR1	YOR099W	KTR1	KTR1	854266	KTR1	GENENAME_found	SUCCESS
MCY1	YGR012W	MCY1	MCY1	852895	MCY1	GENENAME_found	SUCCESS
SFM1	YOR021C	SFM1	SFM1	854186	SFM1	GENENAME_found	SUCCESS
YPT7	YML001W	YPT7	YPT7	855012	YPT7	GENENAME_found	SUCCESS
CBP2	YHL038C	CBP2	CBP2	856347	CBP2	GENENAME_found	SUCCESS
ARP4	YJL081C	ARP4	ARP4	853364	ARP4	GENENAME_found	SUCCESS
SWP1	YMR149W	SWP1	SWP1	855180	SWP1	GENENAME_found	SUCCESS
EMC2	YJR088C	EMC2	EMC2	853550	EMC2	GENENAME_found	SUCCESS
PDA1	YER178W	PDA1	PDA1	856925	PDA1	GENENAME_found	SUCCESS
HEH2	YDR458C	HEH2	HEH2	852069	HEH2	GENENAME_found	SUCCESS
MAK5	YBR142W	MAK5	MAK5	852439	MAK5	GENENAME_found	SUCCESS
PBP4	YDL053C	PBP4	PBP4	851507	PBP4	GENENAME_found	SUCCESS
SNU23	YDL098C	SNU23	SNU23	851460	SNU23	GENENAME_found	SUCCESS
ENT5	YDR153C	ENT5	ENT5	851731	ENT5	GENENAME_found	SUCCESS
EMC5	YIL027C	EMC5	EMC5	854785	EMC5	GENENAME_found	SUCCESS
FLC3	YGL139W	FLC3	FLC3	852738	FLC3	GENENAME_found	SUCCESS
SRB2	YHR041C	SRB2	SRB2	856437	SRB2	GENENAME_found	SUCCESS
STE12	YHR084W	STE12	STE12	856484	STE12	GENENAME_found	SUCCESS
EUG1	YDR518W	EUG1	EUG1	852130	EUG1	GENENAME_found	SUCCESS
IFM1	YOL023W	IFM1	IFM1	854135	IFM1	GENENAME_found	SUCCESS
PHO91	YNR013C	PHO91	PHO91	855747	PHO91	GENENAME_found	SUCCESS
RAD2	YGR258C	RAD2	RAD2	853174	RAD2	GENENAME_found	SUCCESS
EPS1	YIL005W	EPS1	EPS1	854812	EPS1	GENENAME_found	SUCCESS
ECM2	YBR065C	ECM2	ECM2	852357	ECM2	GENENAME_found	SUCCESS
VHS3	YOR054C	VHS3	VHS3	854220	VHS3	GENENAME_found	SUCCESS
URA7	YBL039C	URA7	URA7	852241	URA7	GENENAME_found	SUCCESS
SSH1	YBR283C	SSH1	SSH1	852586	SSH1	GENENAME_found	SUCCESS
YOL019W	YOL019W	NA	NA	854141	YOL019W	ORF_unchanged	SUCCESS
YIL108W	YIL108W	NA	NA	854698	YIL108W	ORF_unchanged	SUCCESS
SSP120	YLR250W	SSP120	SSP120	850952	SSP120	GENENAME_found	SUCCESS
YER152C	YER152C	NA	NA	856896	YER152C	ORF_unchanged	SUCCESS
CAF4	YKR036C	CAF4	CAF4	853908	CAF4	GENENAME_found	SUCCESS
PNO1	YOR145C	PNO1	PNO1	854317	PNO1	GENENAME_found	SUCCESS
MAS2	YHR024C	MAS2	MAS2	856419	MAS2	GENENAME_found	SUCCESS
IES6	YEL044W	IES6	IES6	856667	IES6	GENENAME_found	SUCCESS
RPT2	YDL007W	RPT2	RPT2	851557	RPT2	GENENAME_found	SUCCESS
PEP1	YBL017C	PEP1	PEP1	852264	PEP1	GENENAME_found	SUCCESS
HDA3	YPR179C	HDA3	HDA3	856309	HDA3	GENENAME_found	SUCCESS
VBA4	YDR119W	VBA4	VBA4	851697	VBA4	GENENAME_found	SUCCESS
GCY1	YOR120W	GCY1	GCY1	854287	GCY1	GENENAME_found	SUCCESS
TOM71	YHR117W	TOM71	TOM71	856517	TOM71	GENENAME_found	SUCCESS
MSC3	YLR219W	MSC3	MSC3	850916	MSC3	GENENAME_found	SUCCESS
GPN2	YOR262W	GPN2	GPN2	854436	GPN2	GENENAME_found	SUCCESS
AIF1	YNR074C	AIF1	AIF1	855811	AIF1	GENENAME_found	SUCCESS
RAD23	YEL037C	RAD23	RAD23	856674	RAD23	GENENAME_found	SUCCESS
IPI1	YHR085W	IPI1	IPI1	856485	IPI1	GENENAME_found	SUCCESS
GIN4	YDR507C	GIN4	GIN4	852119	GIN4	GENENAME_found	SUCCESS
RPL12A;RPL12B	NA	NA	NA	NA	RPL12A;RPL12B	COMPOSITE_SUCCESS	SUCCESS
ISN1	YOR155C	ISN1	ISN1	854326	ISN1	GENENAME_found	SUCCESS
TDH3	YGR192C	TDH3	TDH3	853106	TDH3	GENENAME_found	SUCCESS
EXO84	YBR102C	EXO84	EXO84	852398	EXO84	GENENAME_found	SUCCESS
ELO1	YJL196C	ELO1	ELO1	853243	ELO1	GENENAME_found	SUCCESS
PDR12	YPL058C	PDR12	PDR12	856049	PDR12	GENENAME_found	SUCCESS
IDH1	YNL037C	IDH1	IDH1	855691	IDH1	GENENAME_found	SUCCESS
CUE5	YOR042W	CUE5	CUE5	854206	CUE5	GENENAME_found	SUCCESS
MRX3	YBL095W	MRX3	MRX3	852181	MRX3	GENENAME_found	SUCCESS
RPL25	YOL127W	RPL25	RPL25	853993	RPL25	GENENAME_found	SUCCESS
NOP13	YNL175C	NOP13	NOP13	855547	NOP13	GENENAME_found	SUCCESS
UFD1	YGR048W	UFD1	UFD1	852939	UFD1	GENENAME_found	SUCCESS
TRM5	YHR070W	TRM5	TRM5	856467	TRM5	GENENAME_found	SUCCESS
MEU1	YLR017W	MEU1	MEU1	850704	MEU1	GENENAME_found	SUCCESS
CDC55	YGL190C	CDC55	CDC55	852685	CDC55	GENENAME_found	SUCCESS
YGR210C	YGR210C	NA	NA	853124	YGR210C	ORF_unchanged	SUCCESS
DAS2	YDR020C	DAS2	DAS2	851583	DAS2	GENENAME_found	SUCCESS
RDL1	YOR285W	RDL1	RDL1	854459	RDL1	GENENAME_found	SUCCESS
PDH1	YPR002W	PDH1	PDH1	856108	PDH1	GENENAME_found	SUCCESS
YPR174C	YPR174C	NA	NA	856304	YPR174C	ORF_unchanged	SUCCESS
CUE4	YML101C	CUE4	CUE4	854871	CUE4	GENENAME_found	SUCCESS
KRE5	YOR336W	KRE5	KRE5	854514	KRE5	GENENAME_found	SUCCESS
LRO1	YNR008W	LRO1	LRO1	855742	LRO1	GENENAME_found	SUCCESS
PMU1	YKL128C	PMU1	PMU1	853730	PMU1	GENENAME_found	SUCCESS
TOA2	YKL058W	TOA2	TOA2	853807	TOA2	GENENAME_found	SUCCESS
AIM3	YBR108W	AIM3	AIM3	852405	AIM3	GENENAME_found	SUCCESS
FMT1	YBL013W	FMT1	FMT1	852270	FMT1	GENENAME_found	SUCCESS
PMD1	YER132C	PMD1	PMD1	856869	PMD1	GENENAME_found	SUCCESS
RGD2	YFL047W	RGD2	RGD2	850497	RGD2	GENENAME_found	SUCCESS
PDR15	YDR406W	PDR15	PDR15	852015	PDR15	GENENAME_found	SUCCESS
WTM2	YOR229W	WTM2	WTM2	854404	WTM2	GENENAME_found	SUCCESS
INP53	YOR109W	INP53	INP53	854276	INP53	GENENAME_found	SUCCESS
MSC1	YML128C	MSC1	MSC1	854911	MSC1	GENENAME_found	SUCCESS
YGL185C	YGL185C	NA	NA	852690	YGL185C	ORF_unchanged	SUCCESS
SFT1	YKL006C-A	SFT1	SFT1	853863	SFT1	GENENAME_found	SUCCESS
YDR262W	YDR262W	NA	NA	851855	YDR262W	ORF_unchanged	SUCCESS
UTP7	YER082C	UTP7	UTP7	856815	UTP7	GENENAME_found	SUCCESS
TRS120	YDR407C	TRS120	TRS120	852016	TRS120	GENENAME_found	SUCCESS
ELP2	YGR200C	ELP2	ELP2	853114	ELP2	GENENAME_found	SUCCESS
SUI2	YJR007W	SUI2	SUI2	853463	SUI2	GENENAME_found	SUCCESS
UTP21	YLR409C	UTP21	UTP21	851125	UTP21	GENENAME_found	SUCCESS
CWC24	YLR323C	CWC24	CWC24	851033	CWC24	GENENAME_found	SUCCESS
DBP9	YLR276C	DBP9	DBP9	850982	DBP9	GENENAME_found	SUCCESS
MSL5	YLR116W	MSL5	MSL5	850807	MSL5	GENENAME_found	SUCCESS
YJU2	YKL095W	YJU2	YJU2	853767	YJU2	GENENAME_found	SUCCESS
NPL4	YBR170C	NPL4	NPL4	852468	NPL4	GENENAME_found	SUCCESS
SCT1	YBL011W	SCT1	SCT1	852271	SCT1	GENENAME_found	SUCCESS
RPP2B	YDR382W	RPP2B	RPP2B	851990	RPP2B	GENENAME_found	SUCCESS
CDC14	YFR028C	CDC14	CDC14	850585	CDC14	GENENAME_found	SUCCESS
GLE1	YDL207W	GLE1	GLE1	851320	GLE1	GENENAME_found	SUCCESS
RNY1	YPL123C	RNY1	RNY1	855980	RNY1	GENENAME_found	SUCCESS
PDC2	YDR081C	PDC2	PDC2	851654	PDC2	GENENAME_found	SUCCESS
RSM10	YDR041W	RSM10	RSM10	851611	RSM10	GENENAME_found	SUCCESS
PTI1	YGR156W	PTI1	PTI1	853060	PTI1	GENENAME_found	SUCCESS
BUL1	YMR275C	BUL1	BUL1	855318	BUL1	GENENAME_found	SUCCESS
YGR266W	YGR266W	NA	NA	853182	YGR266W	ORF_unchanged	SUCCESS
KIN28	YDL108W	KIN28	KIN28	851450	KIN28	GENENAME_found	SUCCESS
SVF1	YDR346C	SVF1	SVF1	851947	SVF1	GENENAME_found	SUCCESS
NMD2	YHR077C	NMD2	NMD2	856476	NMD2	GENENAME_found	SUCCESS
NOP53	YPL146C	NOP53	NOP53	855957	NOP53	GENENAME_found	SUCCESS
MRPL7	YDR237W	MRPL7	MRPL7	851823	MRPL7	GENENAME_found	SUCCESS
PRC1	YMR297W	PRC1	PRC1	855343	PRC1	GENENAME_found	SUCCESS
YPR172W	YPR172W	NA	NA	856302	YPR172W	ORF_unchanged	SUCCESS
NUD1	YOR373W	NUD1	NUD1	854555	NUD1	GENENAME_found	SUCCESS
PFK26	YIL107C	PFK26	PFK26	854699	PFK26	GENENAME_found	SUCCESS
FDC1	YDR539W	FDC1	FDC1	852152	FDC1	GENENAME_found	SUCCESS
POL3	YDL102W	POL3	POL3	851456	POL3	GENENAME_found	SUCCESS
NAM8	YHR086W	NAM8	NAM8	856486	NAM8	GENENAME_found	SUCCESS
RPL26B	YGR034W	RPL26B	RPL26B	852922	RPL26B	GENENAME_found	SUCCESS
FAP1	YNL023C	FAP1	FAP1	855708	FAP1	GENENAME_found	SUCCESS
SCO2	YBR024W	SCO2	SCO2	852312	SCO2	GENENAME_found	SUCCESS
AIR2	YDL175C	AIR2	AIR2	851379	AIR2	GENENAME_found	SUCCESS
ILV1	YER086W	ILV1	ILV1	856819	ILV1	GENENAME_found	SUCCESS
YPS1	YLR120C	YPS1	YPS1	850811	YPS1	GENENAME_found	SUCCESS
COX6	YHR051W	COX6	COX6	856448	COX6	GENENAME_found	SUCCESS
DUG2	YBR281C	DUG2	DUG2	852584	DUG2	GENENAME_found	SUCCESS
VPS16	YPL045W	VPS16	VPS16	856062	VPS16	GENENAME_found	SUCCESS
ENP2	YGR145W	ENP2	ENP2	853048	ENP2	GENENAME_found	SUCCESS
ADR1	YDR216W	ADR1	ADR1	851802	ADR1	GENENAME_found	SUCCESS
EAF3	YPR023C	EAF3	EAF3	856134	EAF3	GENENAME_found	SUCCESS
CIC1	YHR052W	CIC1	CIC1	856449	CIC1	GENENAME_found	SUCCESS
GSC2	YGR032W	GSC2	GSC2	852920	GSC2	GENENAME_found	SUCCESS
THR1	YHR025W	THR1	THR1	856420	THR1	GENENAME_found	SUCCESS
IML1	YJR138W	IML1	IML1	853603	IML1	GENENAME_found	SUCCESS
