Original_ID	ORF	GENENAME	COMMON	ENTREZID	Final_ID	Conversion_Method	Status
SKY1	YMR216C	SKY1	SKY1	855256	SKY1	GENENAME_found	SUCCESS
SEC21	YNL287W	SEC21	SEC21	855429	SEC21	GENENAME_found	SUCCESS
RCK2	YLR248W	RCK2	RCK2	850950	RCK2	GENENAME_found	SUCCESS
APE2	YKL157W	APE2	APE2	853699	APE2	GENENAME_found	SUCCESS
HPA3	YEL066W	HPA3	HPA3	856642	HPA3	GENENAME_found	SUCCESS
BCP1	YDR361C	BCP1	BCP1	851963	BCP1	GENENAME_found	SUCCESS
LUC7	YDL087C	LUC7	LUC7	851471	LUC7	GENENAME_found	SUCCESS
FAT1	YBR041W	FAT1	FAT1	852329	FAT1	GENENAME_found	SUCCESS
GLR1	YPL091W	GLR1	GLR1	856014	GLR1	GENENAME_found	SUCCESS
BFR1	YOR198C	BFR1	BFR1	854373	BFR1	GENENAME_found	SUCCESS
SEC63	YOR254C	SEC63	SEC63	854428	SEC63	GENENAME_found	SUCCESS
LAP2	YNL045W	LAP2	LAP2	855682	LAP2	GENENAME_found	SUCCESS
DRS1	YLL008W	DRS1	DRS1	850652	DRS1	GENENAME_found	SUCCESS
GAS1	YMR307W	GAS1	GAS1	855355	GAS1	GENENAME_found	SUCCESS
SCW4	YGR279C	SCW4	SCW4	853196	SCW4	GENENAME_found	SUCCESS
COX20	YDR231C	COX20	COX20	851817	COX20	GENENAME_found	SUCCESS
NUP2	YLR335W	NUP2	NUP2	851048	NUP2	GENENAME_found	SUCCESS
GLT1	YDL171C	GLT1	GLT1	851383	GLT1	GENENAME_found	SUCCESS
LSB5	YCL034W	LSB5	LSB5	850323	LSB5	GENENAME_found	SUCCESS
CHD1	YER164W	CHD1	CHD1	856911	CHD1	GENENAME_found	SUCCESS
LAT1	YNL071W	LAT1	LAT1	855653	LAT1	GENENAME_found	SUCCESS
COA6	YMR244C-A	COA6	COA6	855287	COA6	GENENAME_found	SUCCESS
NEW1	YPL226W	NEW1	NEW1	855875	NEW1	GENENAME_found	SUCCESS
NOP2	YNL061W	NOP2	NOP2	855664	NOP2	GENENAME_found	SUCCESS
VMA13	YPR036W	VMA13	VMA13	856148	VMA13	GENENAME_found	SUCCESS
SSQ1	YLR369W	SSQ1	SSQ1	851084	SSQ1	GENENAME_found	SUCCESS
SNU71	YGR013W	SNU71	SNU71	852896	SNU71	GENENAME_found	SUCCESS
OLE1	YGL055W	OLE1	OLE1	852825	OLE1	GENENAME_found	SUCCESS
BPT1	YLL015W	BPT1	BPT1	850645	BPT1	GENENAME_found	SUCCESS
YOR1	YGR281W	YOR1	YOR1	853198	YOR1	GENENAME_found	SUCCESS
RAD50	YNL250W	RAD50	RAD50	855471	RAD50	GENENAME_found	SUCCESS
GTT3	YEL017W	GTT3	GTT3	856698	GTT3	GENENAME_found	SUCCESS
DIG1	YPL049C	DIG1	DIG1	856058	DIG1	GENENAME_found	SUCCESS
RPS7B	YNL096C	RPS7B	RPS7B	855628	RPS7B	GENENAME_found	SUCCESS
NAB3	YPL190C	NAB3	NAB3	855911	NAB3	GENENAME_found	SUCCESS
NUP145	YGL092W	NUP145	NUP145	852788	NUP145	GENENAME_found	SUCCESS
TIF3	YPR163C	TIF3	TIF3	856292	TIF3	GENENAME_found	SUCCESS
SIL1	YOL031C	SIL1	SIL1	854126	SIL1	GENENAME_found	SUCCESS
PYC1	YGL062W	PYC1	PYC1	852818	PYC1	GENENAME_found	SUCCESS
YDR248C	YDR248C	NA	NA	851835	YDR248C	ORF_unchanged	SUCCESS
GUA1	YMR217W	GUA1	GUA1	855257	GUA1	GENENAME_found	SUCCESS
SMI1	YGR229C	SMI1	SMI1	853144	SMI1	GENENAME_found	SUCCESS
ADE17	YMR120C	ADE17	ADE17	855149	ADE17	GENENAME_found	SUCCESS
RPL5	YPL131W	RPL5	RPL5	855972	RPL5	GENENAME_found	SUCCESS
GAS3	YMR215W	GAS3	GAS3	855255	GAS3	GENENAME_found	SUCCESS
RPB5	YBR154C	RPB5	RPB5	852451	RPB5	GENENAME_found	SUCCESS
MNN5	YJL186W	MNN5	MNN5	853253	MNN5	GENENAME_found	SUCCESS
CRM1	YGR218W	CRM1	CRM1	853133	CRM1	GENENAME_found	SUCCESS
CDC39	YCR093W	CDC39	CDC39	850455	CDC39	GENENAME_found	SUCCESS
NBA1	YOL070C	NBA1	NBA1	854084	NBA1	GENENAME_found	SUCCESS
GCD11	YER025W	GCD11	GCD11	856746	GCD11	GENENAME_found	SUCCESS
GPM1	YKL152C	GPM1	GPM1	853705	GPM1	GENENAME_found	SUCCESS
NMD5	YJR132W	NMD5	NMD5	853596	NMD5	GENENAME_found	SUCCESS
COP1	YDL145C	COP1	COP1	851410	COP1	GENENAME_found	SUCCESS
PRD1	YCL057W	PRD1	PRD1	850301	PRD1	GENENAME_found	SUCCESS
SLM1	YIL105C	SLM1	SLM1	854701	SLM1	GENENAME_found	SUCCESS
NUP49	YGL172W	NUP49	NUP49	852703	NUP49	GENENAME_found	SUCCESS
MRPS28	YDR337W	MRPS28	MRPS28	851937	MRPS28	GENENAME_found	SUCCESS
ADH3	YMR083W	ADH3	ADH3	855107	ADH3	GENENAME_found	SUCCESS
SRB4	YER022W	SRB4	SRB4	856743	SRB4	GENENAME_found	SUCCESS
YCF1	YDR135C	YCF1	YCF1	851713	YCF1	GENENAME_found	SUCCESS
NEO1	YIL048W	NEO1	NEO1	854763	NEO1	GENENAME_found	SUCCESS
GBP2	YCL011C	GBP2	GBP2	850346	GBP2	GENENAME_found	SUCCESS
THR4	YCR053W	THR4	THR4	850420	THR4	GENENAME_found	SUCCESS
GCV2	YMR189W	GCV2	GCV2	855227	GCV2	GENENAME_found	SUCCESS
PYC2	YBR218C	PYC2	PYC2	852519	PYC2	GENENAME_found	SUCCESS
BDP1	YNL039W	BDP1	BDP1	855689	BDP1	GENENAME_found	SUCCESS
UGP1	YKL035W	UGP1	UGP1	853830	UGP1	GENENAME_found	SUCCESS
ECM16	YMR128W	ECM16	ECM16	855158	ECM16	GENENAME_found	SUCCESS
ERG20	YJL167W	ERG20	ERG20	853272	ERG20	GENENAME_found	SUCCESS
YMR027W	YMR027W	NA	NA	855042	YMR027W	ORF_unchanged	SUCCESS
SCP1	YOR367W	SCP1	SCP1	854549	SCP1	GENENAME_found	SUCCESS
CHS3	YBR023C	CHS3	CHS3	852311	CHS3	GENENAME_found	SUCCESS
ASN1	YPR145W	ASN1	ASN1	856268	ASN1	GENENAME_found	SUCCESS
ASN2	YGR124W	ASN2	ASN2	853025	ASN2	GENENAME_found	SUCCESS
RPN12	YFR052W	RPN12	RPN12	850613	RPN12	GENENAME_found	SUCCESS
VMA10	YHR039C-A	VMA10	VMA10	856435	VMA10	GENENAME_found	SUCCESS
RPO31	YOR116C	RPO31	RPO31	854283	RPO31	GENENAME_found	SUCCESS
MSS51	YLR203C	MSS51	MSS51	850900	MSS51	GENENAME_found	SUCCESS
CPR5	YDR304C	CPR5	CPR5	851898	CPR5	GENENAME_found	SUCCESS
RPS9B	YBR189W	RPS9B	RPS9B	852487	RPS9B	GENENAME_found	SUCCESS
MEF1	YLR069C	MEF1	MEF1	850758	MEF1	GENENAME_found	SUCCESS
CDC34	YDR054C	CDC34	CDC34	851624	CDC34	GENENAME_found	SUCCESS
GPH1	YPR160W	GPH1	GPH1	856289	GPH1	GENENAME_found	SUCCESS
KRE33	YNL132W	KRE33	KRE33	855591	KRE33	GENENAME_found	SUCCESS
CHC1	YGL206C	CHC1	CHC1	852666	CHC1	GENENAME_found	SUCCESS
NAS6	YGR232W	NAS6	NAS6	853147	NAS6	GENENAME_found	SUCCESS
RKM1	YPL208W	RKM1	RKM1	855893	RKM1	GENENAME_found	SUCCESS
NUP60	YAR002W	NUP60	NUP60	851263	NUP60	GENENAME_found	SUCCESS
RPL11A;RPL11B	NA	NA	NA	NA	RPL11A;RPL11B	COMPOSITE_SUCCESS	SUCCESS
VPS74	YDR372C	VPS74	VPS74	851978	VPS74	GENENAME_found	SUCCESS
SPB4	YFL002C	SPB4	SPB4	850549	SPB4	GENENAME_found	SUCCESS
RQT4	NA	NA	NA	NA	RQT4	MANUAL_LOOKUP	SUCCESS
MET5	YJR137C	MET5	MET5	853602	MET5	GENENAME_found	SUCCESS
TIF4632	YGL049C	TIF4632	TIF4632	852833	TIF4632	GENENAME_found	SUCCESS
SSA2	YLL024C	SSA2	SSA2	850636	SSA2	GENENAME_found	SUCCESS
SSA1	YAL005C	SSA1	SSA1	851259	SSA1	GENENAME_found	SUCCESS
SRP40	YKR092C	SRP40	SRP40	853967	SRP40	GENENAME_found	SUCCESS
CIR2	YOR356W	CIR2	CIR2	854538	CIR2	GENENAME_found	SUCCESS
SSE1	YPL106C	SSE1	SSE1	855998	SSE1	GENENAME_found	SUCCESS
PIM1	YBL022C	PIM1	PIM1	852259	PIM1	GENENAME_found	SUCCESS
TRL1	YJL087C	TRL1	TRL1	853358	TRL1	GENENAME_found	SUCCESS
TRA1	YHR099W	TRA1	TRA1	856499	TRA1	GENENAME_found	SUCCESS
MSP1	YGR028W	MSP1	MSP1	852915	MSP1	GENENAME_found	SUCCESS
PHB1	YGR132C	PHB1	PHB1	853033	PHB1	GENENAME_found	SUCCESS
ARG4	YHR018C	ARG4	ARG4	856411	ARG4	GENENAME_found	SUCCESS
DBP2	YNL112W	DBP2	DBP2	855611	DBP2	GENENAME_found	SUCCESS
GNP1	YDR508C	GNP1	GNP1	852121	GNP1	GENENAME_found	SUCCESS
BNI1	YNL271C	BNI1	BNI1	855450	BNI1	GENENAME_found	SUCCESS
YFR016C	YFR016C	NA	NA	850570	YFR016C	ORF_unchanged	SUCCESS
TRP2	YER090W	TRP2	TRP2	856824	TRP2	GENENAME_found	SUCCESS
CUS1	YMR240C	CUS1	CUS1	855281	CUS1	GENENAME_found	SUCCESS
IES1	YFL013C	IES1	IES1	850534	IES1	GENENAME_found	SUCCESS
LSC1	YOR142W	LSC1	LSC1	854310	LSC1	GENENAME_found	SUCCESS
DJP1	YIR004W	DJP1	DJP1	854820	DJP1	GENENAME_found	SUCCESS
TRR1	YDR353W	TRR1	TRR1	851955	TRR1	GENENAME_found	SUCCESS
MRPL35	YDR322W	MRPL35	MRPL35	851921	MRPL35	GENENAME_found	SUCCESS
BRE1	YDL074C	BRE1	BRE1	851485	BRE1	GENENAME_found	SUCCESS
FRS1	YLR060W	FRS1	FRS1	850749	FRS1	GENENAME_found	SUCCESS
DRS2	YAL026C	DRS2	DRS2	851207	DRS2	GENENAME_found	SUCCESS
ATG7	YHR171W	ATG7	ATG7	856576	ATG7	GENENAME_found	SUCCESS
EMC1	YCL045C	EMC1	EMC1	850312	EMC1	GENENAME_found	SUCCESS
KEL1	YHR158C	KEL1	KEL1	856563	KEL1	GENENAME_found	SUCCESS
HSP82	YPL240C	HSP82	HSP82	855836	HSP82	GENENAME_found	SUCCESS
FLC2	YAL053W	FLC2	FLC2	851246	FLC2	GENENAME_found	SUCCESS
CTF4	YPR135W	CTF4	CTF4	856254	CTF4	GENENAME_found	SUCCESS
RPS7A	YOR096W	RPS7A	RPS7A	854263	RPS7A	GENENAME_found	SUCCESS
HCR1	YLR192C	HCR1	HCR1	850889	HCR1	GENENAME_found	SUCCESS
MRS6	YOR370C	MRS6	MRS6	854552	MRS6	GENENAME_found	SUCCESS
RSM26	YJR101W	RSM26	RSM26	853565	RSM26	GENENAME_found	SUCCESS
TCB2	YNL087W	TCB2	TCB2	855637	TCB2	GENENAME_found	SUCCESS
DDR48	YMR173W	DDR48	DDR48	855210	DDR48	GENENAME_found	SUCCESS
FLC1	YPL221W	FLC1	FLC1	855880	FLC1	GENENAME_found	SUCCESS
OSH7	YHR001W	OSH7	OSH7	856389	OSH7	GENENAME_found	SUCCESS
PMI40	YER003C	PMI40	PMI40	856720	PMI40	GENENAME_found	SUCCESS
SUC2	YIL162W	SUC2	SUC2	854644	SUC2	GENENAME_found	SUCCESS
YPR127W	YPR127W	NA	NA	856245	YPR127W	ORF_unchanged	SUCCESS
ATG20	YDL113C	ATG20	ATG20	851445	ATG20	GENENAME_found	SUCCESS
SRP68	YPL243W	SRP68	SRP68	855833	SRP68	GENENAME_found	SUCCESS
APL3	YBL037W	APL3	APL3	852243	APL3	GENENAME_found	SUCCESS
MMF1	YIL051C	MMF1	MMF1	854760	MMF1	GENENAME_found	SUCCESS
HMF1	YER057C	HMF1	HMF1	856785	HMF1	GENENAME_found	SUCCESS
SAC6	YDR129C	SAC6	SAC6	851707	SAC6	GENENAME_found	SUCCESS
RPL6A	YML073C	RPL6A	RPL6A	854902	RPL6A	GENENAME_found	SUCCESS
RPC37	YKR025W	RPC37	RPC37	853895	RPC37	GENENAME_found	SUCCESS
CPA2	YJR109C	CPA2	CPA2	853573	CPA2	GENENAME_found	SUCCESS
YLR345W	YLR345W	NA	NA	851059	YLR345W	ORF_unchanged	SUCCESS
MDM38	YOL027C	MDM38	MDM38	854130	MDM38	GENENAME_found	SUCCESS
MDH3	YDL078C	MDH3	MDH3	851481	MDH3	GENENAME_found	SUCCESS
NPT1	YOR209C	NPT1	NPT1	854384	NPT1	GENENAME_found	SUCCESS
DLD1	YDL174C	DLD1	DLD1	851380	DLD1	GENENAME_found	SUCCESS
MNR2	YKL064W	MNR2	MNR2	853801	MNR2	GENENAME_found	SUCCESS
ACO2	YJL200C	ACO2	ACO2	853230	ACO2	GENENAME_found	SUCCESS
SSD1	YDR293C	SSD1	SSD1	851887	SSD1	GENENAME_found	SUCCESS
PYK2	YOR347C	PYK2	PYK2	854529	PYK2	GENENAME_found	SUCCESS
TRX2	YGR209C	TRX2	TRX2	853123	TRX2	GENENAME_found	SUCCESS
ECM4	YKR076W	ECM4	ECM4	853951	ECM4	GENENAME_found	SUCCESS
RTN2	YDL204W	RTN2	RTN2	851323	RTN2	GENENAME_found	SUCCESS
PAM16	YJL104W	PAM16	PAM16	853340	PAM16	GENENAME_found	SUCCESS
PAP2	YOL115W	PAP2	PAP2	854034	PAP2	GENENAME_found	SUCCESS
ALG2	YGL065C	ALG2	ALG2	852815	ALG2	GENENAME_found	SUCCESS
ACH1	YBL015W	ACH1	ACH1	852266	ACH1	GENENAME_found	SUCCESS
SEC61	YLR378C	SEC61	SEC61	851095	SEC61	GENENAME_found	SUCCESS
CMK1	YFR014C	CMK1	CMK1	850568	CMK1	GENENAME_found	SUCCESS
YRA2	YKL214C	YRA2	YRA2	853666	YRA2	GENENAME_found	SUCCESS
REB1	YBR049C	REB1	REB1	852338	REB1	GENENAME_found	SUCCESS
TPS3	YMR261C	TPS3	TPS3	855303	TPS3	GENENAME_found	SUCCESS
TSL1	YML100W	TSL1	TSL1	854872	TSL1	GENENAME_found	SUCCESS
ADE16	YLR028C	ADE16	ADE16	850715	ADE16	GENENAME_found	SUCCESS
SPP41	YDR464W	SPP41	SPP41	852075	SPP41	GENENAME_found	SUCCESS
BRE2	YLR015W	BRE2	BRE2	850702	BRE2	GENENAME_found	SUCCESS
HEM4	YOR278W	HEM4	HEM4	854452	HEM4	GENENAME_found	SUCCESS
TPS2	YDR074W	TPS2	TPS2	851646	TPS2	GENENAME_found	SUCCESS
TOP2	YNL088W	TOP2	TOP2	855636	TOP2	GENENAME_found	SUCCESS
HLJ1	YMR161W	HLJ1	HLJ1	855196	HLJ1	GENENAME_found	SUCCESS
RAV1	YJR033C	RAV1	RAV1	853490	RAV1	GENENAME_found	SUCCESS
CDC37	YDR168W	CDC37	CDC37	851746	CDC37	GENENAME_found	SUCCESS
ROT2	YBR229C	ROT2	ROT2	852530	ROT2	GENENAME_found	SUCCESS
RAT1	YOR048C	RAT1	RAT1	854213	RAT1	GENENAME_found	SUCCESS
MGM101	YJR144W	MGM101	MGM101	853609	MGM101	GENENAME_found	SUCCESS
YKL033W-A	YKL033W-A	NA	NA	853833	YKL033W-A	ORF_unchanged	SUCCESS
YHR020W	YHR020W	NA	NA	856413	YHR020W	ORF_unchanged	SUCCESS
ALR1	YOL130W	ALR1	ALR1	853990	ALR1	GENENAME_found	SUCCESS
CIT2	YCR005C	CIT2	CIT2	850361	CIT2	GENENAME_found	SUCCESS
PHO85	YPL031C	PHO85	PHO85	856076	PHO85	GENENAME_found	SUCCESS
VTS1	YOR359W	VTS1	VTS1	854541	VTS1	GENENAME_found	SUCCESS
MRPL36	YBR122C	MRPL36	MRPL36	852419	MRPL36	GENENAME_found	SUCCESS
MED7	YOL135C	MED7	MED7	853985	MED7	GENENAME_found	SUCCESS
ALD6	YPL061W	ALD6	ALD6	856044	ALD6	GENENAME_found	SUCCESS
HEM1	YDR232W	HEM1	HEM1	851818	HEM1	GENENAME_found	SUCCESS
NOC2	YOR206W	NOC2	NOC2	854381	NOC2	GENENAME_found	SUCCESS
TUB1	YML085C	TUB1	TUB1	854889	TUB1	GENENAME_found	SUCCESS
FKH2	YNL068C	FKH2	FKH2	855656	FKH2	GENENAME_found	SUCCESS
CBP3	YPL215W	CBP3	CBP3	855886	CBP3	GENENAME_found	SUCCESS
SHM2	YLR058C	SHM2	SHM2	850747	SHM2	GENENAME_found	SUCCESS
YLR419W	YLR419W	NA	NA	851137	YLR419W	ORF_unchanged	SUCCESS
FRA1	YLL029W	FRA1	FRA1	850630	FRA1	GENENAME_found	SUCCESS
YJR098C	YJR098C	NA	NA	853561	YJR098C	ORF_unchanged	SUCCESS
NAF1	YNL124W	NAF1	NAF1	855599	NAF1	GENENAME_found	SUCCESS
SRP54	YPR088C	SRP54	SRP54	856203	SRP54	GENENAME_found	SUCCESS
FOL1	YNL256W	FOL1	FOL1	855465	FOL1	GENENAME_found	SUCCESS
YHI9	YHR029C	YHI9	YHI9	856424	YHI9	GENENAME_found	SUCCESS
GTR2	YGR163W	GTR2	GTR2	853072	GTR2	GENENAME_found	SUCCESS
YJU3	YKL094W	YJU3	YJU3	853768	YJU3	GENENAME_found	SUCCESS
RPL34B	YIL052C	RPL34B	RPL34B	854759	RPL34B	GENENAME_found	SUCCESS
TSC13	YDL015C	TSC13	TSC13	851547	TSC13	GENENAME_found	SUCCESS
RPN7	YPR108W	RPN7	RPN7	856223	RPN7	GENENAME_found	SUCCESS
GRS2	YPR081C	GRS2	GRS2	856196	GRS2	GENENAME_found	SUCCESS
GFA1	YKL104C	GFA1	GFA1	853757	GFA1	GENENAME_found	SUCCESS
ENP1	YBR247C	ENP1	ENP1	852549	ENP1	GENENAME_found	SUCCESS
GLC3	YEL011W	GLC3	GLC3	856705	GLC3	GENENAME_found	SUCCESS
RSP5	YER125W	RSP5	RSP5	856862	RSP5	GENENAME_found	SUCCESS
MYO3	YKL129C	MYO3	MYO3	853729	MYO3	GENENAME_found	SUCCESS
DIS3	YOL021C	DIS3	DIS3	854138	DIS3	GENENAME_found	SUCCESS
DLD2	YDL178W	DLD2	DLD2	851376	DLD2	GENENAME_found	SUCCESS
LSB3	YFR024C-A	LSB3	LSB3	850580	LSB3	GENENAME_found	SUCCESS
RET2	YFR051C	RET2	RET2	850612	RET2	GENENAME_found	SUCCESS
PCT1	YGR202C	PCT1	PCT1	853116	PCT1	GENENAME_found	SUCCESS
RSC58	YLR033W	RSC58	RSC58	850720	RSC58	GENENAME_found	SUCCESS
MIC10	YCL057C-A	MIC10	MIC10	850300	MIC10	GENENAME_found	SUCCESS
SEC3	YER008C	SEC3	SEC3	856726	SEC3	GENENAME_found	SUCCESS
OST3	YOR085W	OST3	OST3	854252	OST3	GENENAME_found	SUCCESS
CDC31	YOR257W	CDC31	CDC31	854431	CDC31	GENENAME_found	SUCCESS
MLC1	YGL106W	MLC1	MLC1	852772	MLC1	GENENAME_found	SUCCESS
GPB2	YAL056W	GPB2	GPB2	851243	GPB2	GENENAME_found	SUCCESS
TOM1	YDR457W	TOM1	TOM1	852068	TOM1	GENENAME_found	SUCCESS
PTC4	YBR125C	PTC4	PTC4	852422	PTC4	GENENAME_found	SUCCESS
AAH1	YNL141W	AAH1	AAH1	855581	AAH1	GENENAME_found	SUCCESS
HEM15	YOR176W	HEM15	HEM15	854347	HEM15	GENENAME_found	SUCCESS
GAD1	YMR250W	GAD1	GAD1	855291	GAD1	GENENAME_found	SUCCESS
PDR1	YGL013C	PDR1	PDR1	852871	PDR1	GENENAME_found	SUCCESS
HAL5	YJL165C	HAL5	HAL5	853274	HAL5	GENENAME_found	SUCCESS
YGL140C	YGL140C	NA	NA	852737	YGL140C	ORF_unchanged	SUCCESS
ALD4	YOR374W	ALD4	ALD4	854556	ALD4	GENENAME_found	SUCCESS
HOM6	YJR139C	HOM6	HOM6	853604	HOM6	GENENAME_found	SUCCESS
SYG1	YIL047C	SYG1	SYG1	854764	SYG1	GENENAME_found	SUCCESS
YPL067C	YPL067C	NA	NA	856038	YPL067C	ORF_unchanged	SUCCESS
RRB1	YMR131C	RRB1	RRB1	855161	RRB1	GENENAME_found	SUCCESS
RLI1	YDR091C	RLI1	RLI1	851665	RLI1	GENENAME_found	SUCCESS
BNA4	YBL098W	BNA4	BNA4	852179	BNA4	GENENAME_found	SUCCESS
YCL012C	YCL012C	NA	NA	2746859	YCL012C	ORF_unchanged	SUCCESS
AAP1	YHR047C	AAP1	AAP1	856443	AAP1	GENENAME_found	SUCCESS
ATG26	YLR189C	ATG26	ATG26	850886	ATG26	GENENAME_found	SUCCESS
TYW1	YPL207W	TYW1	TYW1	855894	TYW1	GENENAME_found	SUCCESS
DDI1	YER143W	DDI1	DDI1	856886	DDI1	GENENAME_found	SUCCESS
MET12	YPL023C	MET12	MET12	856084	MET12	GENENAME_found	SUCCESS
MTR10	YOR160W	MTR10	MTR10	854331	MTR10	GENENAME_found	SUCCESS
ADE57	NA	NA	NA	NA	ADE5,7	MANUAL_LOOKUP	SUCCESS
YAR1	YPL239W	YAR1	YAR1	855837	YAR1	GENENAME_found	SUCCESS
VHC1	YBR235W	VHC1	VHC1	852537	VHC1	GENENAME_found	SUCCESS
SAP190	YKR028W	SAP190	SAP190	853899	SAP190	GENENAME_found	SUCCESS
PST2	YDR032C	PST2	PST2	851596	PST2	GENENAME_found	SUCCESS
YJL068C	YJL068C	NA	NA	853377	YJL068C	ORF_unchanged	SUCCESS
MCM6	YGL201C	MCM6	MCM6	852673	MCM6	GENENAME_found	SUCCESS
RFS1	YBR052C	RFS1	RFS1	852341	RFS1	GENENAME_found	SUCCESS
UBP15	YMR304W	UBP15	UBP15	855350	UBP15	GENENAME_found	SUCCESS
ALG9	YNL219C	ALG9	ALG9	855502	ALG9	GENENAME_found	SUCCESS
URA1	YKL216W	URA1	URA1	853664	URA1	GENENAME_found	SUCCESS
HEM2	YGL040C	HEM2	HEM2	852842	HEM2	GENENAME_found	SUCCESS
RPA135	YPR010C	RPA135	RPA135	856119	RPA135	GENENAME_found	SUCCESS
ARG5,6	YER069W	ARG5,6	ARG5,6	856800	ARG5,6	GENENAME_found	SUCCESS
RPE1	YJL121C	RPE1	RPE1	853322	RPE1	GENENAME_found	SUCCESS
VRP1	YLR337C	VRP1	VRP1	851051	VRP1	GENENAME_found	SUCCESS
GND1	YHR183W	GND1	GND1	856589	GND1	GENENAME_found	SUCCESS
GND2	YGR256W	GND2	GND2	853172	GND2	GENENAME_found	SUCCESS
RPP0	YLR340W	RPP0	RPP0	851052	RPP0	GENENAME_found	SUCCESS
TRM3	YDL112W	TRM3	TRM3	851446	TRM3	GENENAME_found	SUCCESS
AFG2	YLR397C	AFG2	AFG2	851113	AFG2	GENENAME_found	SUCCESS
RPO21	YDL140C	RPO21	RPO21	851415	RPO21	GENENAME_found	SUCCESS
YBT1	YLL048C	YBT1	YBT1	850678	YBT1	GENENAME_found	SUCCESS
TCB3	YML072C	TCB3	TCB3	854903	TCB3	GENENAME_found	SUCCESS
TCO89	YPL180W	TCO89	TCO89	855922	TCO89	GENENAME_found	SUCCESS
RNH70	YGR276C	RNH70	RNH70	853193	RNH70	GENENAME_found	SUCCESS
NCB2	YDR397C	NCB2	NCB2	852006	NCB2	GENENAME_found	SUCCESS
COT1	YOR316C	COT1	COT1	854494	COT1	GENENAME_found	SUCCESS
RRP5	YMR229C	RRP5	RRP5	855269	RRP5	GENENAME_found	SUCCESS
GET4	YOR164C	GET4	GET4	854335	GET4	GENENAME_found	SUCCESS
LIP5	YOR196C	LIP5	LIP5	854371	LIP5	GENENAME_found	SUCCESS
CHS2	YBR038W	CHS2	CHS2	852326	CHS2	GENENAME_found	SUCCESS
YNL247W	YNL247W	NA	NA	855474	YNL247W	ORF_unchanged	SUCCESS
PYP1	NA	NA	NA	NA	PYP1	MANUAL_LOOKUP	SUCCESS
FUR1	YHR128W	FUR1	FUR1	856529	FUR1	GENENAME_found	SUCCESS
HOS3	YPL116W	HOS3	HOS3	855987	HOS3	GENENAME_found	SUCCESS
ARP5	YNL059C	ARP5	ARP5	855665	ARP5	GENENAME_found	SUCCESS
PRE7	YBL041W	PRE7	PRE7	852239	PRE7	GENENAME_found	SUCCESS
RPL18A;RPL18B	NA	NA	NA	NA	RPL18A;RPL18B	COMPOSITE_SUCCESS	SUCCESS
ALA1	YOR335C	ALA1	ALA1	854513	ALA1	GENENAME_found	SUCCESS
VAC8	YEL013W	VAC8	VAC8	856702	VAC8	GENENAME_found	SUCCESS
RRP45	YDR280W	RRP45	RRP45	851874	RRP45	GENENAME_found	SUCCESS
PUT2	YHR037W	PUT2	PUT2	856432	PUT2	GENENAME_found	SUCCESS
YOL098C	YOL098C	SDD3	SDD3	854055	SDD3	ORF_to_GENENAME	SUCCESS
YNR034W-A	YNR034W-A	EGO4	EGO4	855770	EGO4	ORF_to_GENENAME	SUCCESS
RIB4	YOL143C	RIB4	RIB4	854022	RIB4	GENENAME_found	SUCCESS
SWI6	YLR182W	SWI6	SWI6	850879	SWI6	GENENAME_found	SUCCESS
REE1	YJL217W	REE1	REE1	853238	REE1	GENENAME_found	SUCCESS
MSH2	YOL090W	MSH2	MSH2	854063	MSH2	GENENAME_found	SUCCESS
MCM3	YEL032W	MCM3	MCM3	856680	MCM3	GENENAME_found	SUCCESS
MRPS16	YPL013C	MRPS16	MRPS16	856094	MRPS16	GENENAME_found	SUCCESS
MCM7	YBR202W	MCM7	MCM7	852501	MCM7	GENENAME_found	SUCCESS
ERG6	YML008C	ERG6	ERG6	855003	ERG6	GENENAME_found	SUCCESS
ATP15	YPL271W	ATP15	ATP15	855857	ATP15	GENENAME_found	SUCCESS
MCM5	YLR274W	MCM5	MCM5	850980	MCM5	GENENAME_found	SUCCESS
SLY1	YDR189W	SLY1	SLY1	851770	SLY1	GENENAME_found	SUCCESS
LYS9	YNR050C	LYS9	LYS9	855786	LYS9	GENENAME_found	SUCCESS
OLA1	YBR025C	OLA1	OLA1	852313	OLA1	GENENAME_found	SUCCESS
MCM2	YBL023C	MCM2	MCM2	852258	MCM2	GENENAME_found	SUCCESS
YMR315W	YMR315W	NA	NA	855363	YMR315W	ORF_unchanged	SUCCESS
SPF1	YEL031W	SPF1	SPF1	856681	SPF1	GENENAME_found	SUCCESS
RTS2	YOR077W	RTS2	RTS2	854244	RTS2	GENENAME_found	SUCCESS
PRT1	YOR361C	PRT1	PRT1	854543	PRT1	GENENAME_found	SUCCESS
RPL2A;RPL2B	NA	NA	NA	NA	RPL2A;RPL2B	COMPOSITE_SUCCESS	SUCCESS
SPB1	YCL054W	SPB1	SPB1	850304	SPB1	GENENAME_found	SUCCESS
RPL31A	YDL075W	RPL31A	RPL31A	851484	RPL31A	GENENAME_found	SUCCESS
GPX2	YBR244W	GPX2	GPX2	852546	GPX2	GENENAME_found	SUCCESS
CPR3	YML078W	CPR3	CPR3	854897	CPR3	GENENAME_found	SUCCESS
SMC1	YFL008W	SMC1	SMC1	850540	SMC1	GENENAME_found	SUCCESS
