"","3","9","15","21","27","33","39","45","51","57","63","69","75","81","87","93"
"Biosynthesis of cofactors",-1.51194838998135,-0.997695723814411,1.0915033625361,1.20638346981431,1.03159867099371,0.974977199709069,-0.919478091934435,-1.09007941489938,-1.00976354149535,-1.16103685747892,-1.02369444783092,-0.886144972766659,-0.956630852546625,-1.1367807568084,-1.23669746259571,-1.2469839089034
"Oxidative phosphorylation",1.57493053644708,-1.26915638157821,0.879098421475826,0.68586519815748,0.62407912932518,1.22812164783078,-0.425303892612109,1.07445891981834,1.31009806133905,-0.562144145973713,-0.807354730745063,0.76244473975991,-0.60327055208392,1.17605193982984,-0.834771713345199,1.30468699819826
"Nicotinate and nicotinamide metabolism",-1.59725729726244,-0.791747615096583,0.943238659173267,1.0793292115543,1.19367593755897,0.668125456238302,-0.368038381788272,-0.55313176646748,-0.769245223624361,-0.779448490673679,-0.630234292500418,-0.920768696921732,-0.623482463959459,-0.676553828722596,-0.837627892454549,-0.818531276930697
"Porphyrin metabolism",-1.56159136947768,-1.3307552359325,0.714999399423721,0.615335518199771,1.08187403662989,0.759448277533076,-0.843222336764434,-1.04810402388332,-1.1477323238426,-1.02992460287125,-1.02249801177791,-1.14853602446001,-0.988996046864348,-1.02492460375247,-0.969564421775732,-0.619000461241872
"Basal transcription factors",1.54505297753252,1.21840976010606,1.13141495579273,1.07729398214004,0.887023550095377,-0.896667094942513,-1.40654638920334,-1.05507792683848,-1.16056244561713,-1.20955793486667,-0.964223768174374,-0.83441295302961,-1.18232675100083,-1.1458764771998,-1.3196656430845,-1.30810353172637
"Mitophagy - yeast",-1.50582833384573,-1.34131014931185,1.34954539845149,1.06499239639945,0.909756768226318,-0.675758954940336,-1.08314032088193,-1.29466752485754,-1.30792404850713,-1.23987337246084,-1.3048372736731,1.44689750071256,-1.00309111105005,-1.43427821546572,-1.11481831551933,-1.28069210155826
"Ribosome biogenesis in eukaryotes",-1.48157786272836,-1.34477617114542,-1.07999908787328,1.45088740341964,1.38149702196352,1.38542859836539,-1.60187418750333,-1.30744929554592,-1.0904258575488,-1.44705799103269,-1.83009643805755,-1.99119332904613,-1.60634706394602,-1.34051370141468,-1.09085569649591,-1.51962215018526
"SNARE interactions in vesicular transport",1.30086418847612,-0.678175615100209,-1.15755299007469,-1.73617308636552,-0.811046117983795,1.06085719391299,-1.50977717886887,-1.2661604704498,-1.35172585272798,-1.3829722578672,1.57257929181216,1.58145162134237,-0.764736133364744,-0.983581961991093,-0.58296012847179,1.07857931797884
"Meiosis - yeast",-1.10436561371778,-1.14266756376854,-1.02548262277783,1.33673394370205,1.57961692834237,1.10568094122304,-1.43518684195433,-1.12077454392236,-1.16415604095898,-1.36762728893219,-1.16803259236568,1.54844819048471,-1.48343698957102,-1.34550157970603,-1.36533461244694,-1.42545140149318
"Autophagy - yeast",-1.01472918778712,-1.15389509000896,-0.857278522536175,1.32753012440341,1.8734588735104,1.23976309741697,-1.45273721171866,-1.50433633587152,-1.25841919796444,-1.51815460727599,-1.27341934616797,1.26831793773505,-1.58483005992039,-1.47736080235514,-1.26315797570315,-1.13588717337708
"N-Glycan biosynthesis",-1.0132584346106,-0.620429880172558,-1.078294803557,1.54422839757144,0.853951364578494,0.919811649761605,-1.18750264469856,-1.05319816983029,-0.921989492933627,-1.22305523413863,-1.50535137124132,-1.37150772760777,-1.26637798216202,-1.09246819370356,-0.734543376620158,-0.861038945166879
"Valine, leucine and isoleucine degradation",-0.830467094999533,-1.51844288246829,0.920164201378808,0.800549194443833,0.66550763727018,-1.07175361227801,-1.02784844532767,-1.02142328539253,-1.00046611369624,-1.00370602093529,-0.740405094773518,0.690536417656229,-0.979830605129301,-0.883227840448105,-1.18015602608151,-1.07952947933349
"Various types of N-glycan biosynthesis",-0.771896764984975,-1.10509815333191,-1.04926267966504,1.6476114311748,1.204832061542,0.910649767288923,-1.38289118632912,-1.21272737966806,-1.05408176183847,-1.41415740016003,-1.66453728826018,-1.73636761982748,-1.43199513687736,-1.33214625506815,-1.09865292997779,-1.05996124159474
