GENENAME,ENTREZID,Time,Score
TAF3,856096,T0,3.7611747
MET17,851010,T0,3.6842134
YAT1,851285,T0,3.5873935
SPC19,851782,T0,2.909167
GTR1,854918,T0,2.848053
NA,856304,T0,2.7560537
IDP2,850871,T0,2.741413
ACS1,851245,T0,2.7243323
ATP18,854893,T0,2.6915772
CWC27,856041,T0,2.5170536
SYF2,853030,T0,2.5008273
SRB7,851903,T0,2.481848
DCW1,853820,T0,2.4247644
SLG1,854170,T0,2.3879728
TDH2,853465,T0,2.3804567
HBT1,851303,T0,2.3559532
ACB1,852925,T0,2.3257356
PDR11,854802,T0,2.3160784
NTC20,852486,T0,2.2924535
URN1,856275,T0,2.249457
KXD1,852801,T0,2.244626
STF2,852891,T0,2.2032228
SWC5,852532,T0,2.120222
PXL1,853965,T0,2.0584698
HOR7,855293,T0,2.0036154
HTZ1,854150,T0,1.9718755
RPB9,852810,T0,1.9624424
MDM35,853812,T0,1.9482855
SUC2,854644,T0,1.944709
GLC8,855359,T0,1.9342495
LAG1,856386,T0,1.9222078
SLO1,856928,T0,1.9211175
MBB1,853240,T0,1.9046854
PAI3,855212,T0,1.8841951
XDJ1,850779,T0,1.8377328
TMA17,851448,T0,1.8350121
UTH1,853916,T0,1.8278558
NA,1466493,T0,1.8262643
SEM1,851967,T0,1.8086692
RPL22B,850509,T0,1.7940323
RIM1,850395,T0,1.7787027
YAT2,856745,T0,1.7751209
HST4,851772,T0,1.7684009
LSM6,851984,T0,1.7124565
SKI6,853109,T0,1.6786816
SDH6,851986,T0,1.6643633
NA,1466465,T0,1.6574911
PCT1,853116,T0,1.6481514
SNU66,854485,T0,1.6429062
AVT1,853457,T0,1.6396657
ATP14,851002,T0,1.6382521
FMP16,851642,T0,1.6163952
HAP2,852614,T0,1.6126735
SIZ1,852018,T0,1.5912524
IGO2,856534,T0,1.585783
VHS2,854671,T0,1.5702482
SUR7,854953,T0,1.5435334
SSO1,855844,T0,1.5407093
NA,854920,T0,1.5366924
AGE2,854767,T0,1.5250534
MHP1,853408,T0,1.5044394
RPC19,855609,T0,1.5016396
GON7,853255,T0,1.5011778
SDC1,852080,T0,1.4967841
ECM15,852285,T0,1.4888537
NA,5142379,T0,1.4700046
TRX2,853123,T0,1.4677628
NA,851855,T0,1.4527006
NBP2,851740,T0,1.4505807
EGO2,1466399,T0,1.4337198
UTR1,853508,T0,1.4144049
DAD1,851579,T0,1.412661
NCB2,852006,T0,1.4082774
CHO1,856748,T0,1.4079742
TIM8,853600,T0,1.4040611
SMD3,850839,T0,1.4018916
RSM24,851755,T0,1.4010714
RBL2,854439,T0,1.3941575
HSP10,854185,T0,1.389845
PCC1,1500489,T0,1.3612742
GPC1,853052,T0,1.3521032
GYP1,854236,T0,1.3520474
RPS29A,851104,T0,1.3412437
SMT3,852122,T0,1.3396847
COX4,852688,T0,1.3342265
CYC1,853507,T0,1.3320035
COX6,856448,T0,1.3299626
RPS9B,852487,T0,1.326859
APT1,854986,T0,1.3220546
NA,852381,T0,1.3184674
VAM7,852660,T0,1.315724
SIM1,854683,T0,1.2903714
SPT4,852955,T0,1.2804725
TRX1,850732,T0,1.2785225
QDR2,854685,T0,1.2779077
SET3,853900,T0,1.265501
PAC10,852969,T0,1.2630925
LUC7,851471,T0,1.250666
BUG1,851459,T0,1.2380178
EGO4,855770,T0,1.2255555
SGF11,856060,T0,1.2224852
TMC1,854217,T0,1.2187662
ATP15,855857,T0,1.2162223
TMA7,850967,T0,1.2157942
PEX30,851034,T0,1.1977893
RIP1,856689,T0,1.194737
CBP4,853085,T0,1.1893815
TIM13,853093,T0,1.1821988
BUD7,854475,T0,1.181509
GLN3,856763,T0,1.181475
RPS28A,854338,T0,1.1713825
ESBP6,855598,T0,1.163682
TPM2,854668,T0,1.1499293
NHA1,850829,T0,1.1439126
ARE2,855753,T0,1.1426443
RSC30,856453,T0,1.1385716
SDD2,855096,T0,1.135747
EFR3,855252,T0,1.1277682
MRPL33,855330,T0,1.1181657
MHR1,851890,T0,1.1122885
GRX1,850322,T0,1.1024941
YPT32,852662,T0,1.0888385
CAB3,853774,T0,1.085497
RPP2B,851990,T0,1.0786434
RPC11,851615,T0,1.0714195
FOL2,853183,T0,1.0681008
TPO3,856279,T0,1.0510849
AIM3,852405,T0,1.0449772
PFY1,854289,T0,1.0442028
ARE1,850415,T0,1.0406476
EGD1,856070,T0,1.035661
RSM19,855773,T0,1.0339216
MLC1,852772,T0,1.0301875
ENT5,851731,T0,1.0285445
BOI1,852193,T0,1.0282118
NA,856497,T0,1.0265598
RSC2,851071,T0,1.0243895
HSF1,852806,T0,1.022564
NA,855902,T0,1.0168018
PRP40,853857,T0,1.0160811
TOA2,853807,T0,1.0094998
RPS15,854117,T0,1.0080113
NMA2,852893,T0,1.007463
NUP49,852703,T0,1.0043223
RTC3,856487,T0,0.9866873
SDH8,852572,T0,0.98510814
BSP1,856301,T0,0.97661626
DAM1,853010,T0,0.9760852
SEG2,853756,T0,0.9545431
SIT4,851513,T0,0.9513327
CNB1,853644,T0,0.9492567
GCV3,851254,T0,0.94074553
PIB2,852861,T0,0.9404571
YOS9,851627,T0,0.9366058
NA,856540,T0,0.93600845
PET10,853920,T0,0.92964005
HSP12,850532,T0,0.9227135
DPH2,853643,T0,0.9224956
BAR1,854797,T0,0.90694916
BCH1,855277,T0,0.90515685
NA,851825,T0,0.9051402
SEC5,851744,T0,0.9040022
IGD1,850572,T0,0.8973995
RXT3,851483,T0,0.8972389
IRC22,856717,T0,0.896933
PEP12,854201,T0,0.8916948
CNA1,851153,T0,0.88909286
DSL1,855463,T0,0.8878136
PIN4,852229,T0,0.8846966
ZEO1,854040,T0,0.8806728
NSG2,855566,T0,0.873924
RTT102,853192,T0,0.86417985
SPC110,851957,T0,0.8623213
HYP2,856677,T0,0.8574827
FAR8,855044,T0,0.85101706
YPS3,850812,T0,0.8497517
RPB10,854385,T0,0.84469175
ATG2,855479,T0,0.84238887
ENT1,851392,T0,0.8417572
TAF14,855974,T0,0.83804065
SEC9,852892,T0,0.8363128
YKE2,850897,T0,0.8355683
SPT15,856891,T0,0.8284195
YML6,854983,T0,0.8224458
AKL1,852351,T0,0.8198507
PRB1,856649,T0,0.8098894
SKI7,854243,T0,0.8032155
HIF1,850638,T0,0.7958294
PFK26,854699,T0,0.79385483
SKP1,851928,T0,0.792635
RPB7,852013,T0,0.788387
MRE11,855264,T0,0.78766346
ATP10,851109,T0,0.78265685
CEM1,856790,T0,0.77695733
SSP120,850952,T0,0.7714676
PGA2,855573,T0,0.76940596000000006
TIF11,855302,T0,0.7665168
LAC1,853861,T0,0.7617574
GFD1,855297,T0,0.75425124
FMP42,855261,T0,0.7492163
URM1,854809,T0,0.74902093
ANB1,853506,T0,0.7473837
ADK2,856917,T0,0.745704
YRO2,852343,T0,0.74303234
NA,856609,T0,0.74268955
SLU7,851661,T0,0.74234366
NA,855953,T0,0.73362184
EGT2,855389,T0,0.7241359
RMD1,851563,T0,0.72407436
KIN2,850785,T0,0.7208753
SEG1,855110,T0,0.7184345
FUB1,850439,T0,0.7184263
CLA4,855418,T0,0.71640366
PLB2,855018,T0,0.71628296
DCP2,855605,T0,0.7139138
TOM5,856252,T0,0.71267366
FRQ1,851979,T0,0.7118171
HRD1,854149,T0,0.7114897
TVP18,855093,T0,0.70897824
HXT6,851944,T0,0.70473534
SBA1,853743,T0,0.70465815
RRP42,851447,T0,0.7024864
IRC21,855095,T0,0.7022201
MHF2,1466431,T0,0.69836026
GET1,852864,T0,0.6978575
LSO2,1466460,T0,0.6961067
FET3,855080,T0,0.6933532
SUB1,855055,T0,0.6933512
LRO1,855742,T0,0.692538
TGL3,855361,T0,0.68902653
NA,1466422,T0,0.6880943
SMX2,850528,T0,0.6850755
EDC1,852650,T0,0.68457115
GRX2,852124,T0,0.68444437
GIR2,851730,T0,0.681992
NA,855876,T0,0.6810448
TIM12,852388,T0,0.67632014
RRP36,854461,T0,0.6732968
PCF11,851814,T0,0.6730313
COY1,853675,T0,0.67164195
NOP10,856471,T0,0.67120314
SUM1,851905,T0,0.66943026
PAR32,851381,T0,0.66505784
YPF1,853761,T0,0.6624814
PSP1,852116,T0,0.6617357
NA,852609,T0,0.66139126
RPS10B,855270,T0,0.6561266
SLA1,852276,T0,0.6553663
NGG1,851756,T0,0.65522766
CWC24,851033,T0,0.6527273
MDG1,855548,T0,0.65189075
PBI2,855717,T0,0.64948106
ATG33,851070,T0,0.6447122
YSF3,1466511,T0,0.6432954
AGP1,850333,T0,0.64272946
TIM9,856693,T0,0.6367854
MED11,855139,T0,0.6350451
OPY2,856191,T0,0.6345617
TLG1,852079,T0,0.63172317
EAF6,853544,T0,0.6311924
BIM1,856736,T0,0.6296314
CDC14,850585,T0,0.62685865
CRP1,856551,T0,0.6209876
YVC1,854255,T0,0.6175868
MTF2,851517,T0,0.615638
MIA40,853639,T0,0.6145206
TPM1,855645,T0,0.6134871
NA,856812,T0,0.6105813
GRX5,856048,T0,0.6101779
COX14,854910,T0,0.6076534
EMI1,852125,T0,0.60684204
INH1,851347,T0,0.6066183
PAT1,850440,T0,0.60644835
NA,854863,T0,0.60090053
MLF3,855650,T0,0.5995879
LCB3,853307,T0,0.58852595
RCN2,854395,T0,0.586801
CMD1,852406,T0,0.5861002
HOS4,854694,T0,0.5829246
FMC1,854709,T0,0.5822896
MPD2,854065,T0,0.58064467
RDL1,854459,T0,0.57792145
MRPL13,853875,T0,0.57635236
DAD2,853958,T0,0.5753977
PIN3,856277,T0,0.5749161
COG8,854904,T0,0.5683618
MVB12,853120,T0,0.56173354
CLC1,853077,T0,0.5601656
CMP2,854946,T0,0.55964786
RSC3,851897,T0,0.55899054
GRS2,856196,T0,0.55578786
ISW2,854480,T0,0.5532149
ATP19,854077,T0,0.55216753
HPR1,851716,T0,0.55204535
SEC15,852618,T0,0.54467046
MED4,854345,T0,0.53928375
NA,852526,T0,0.5386695
NUP192,853410,T0,0.5386236
TDH3,853106,T0,0.5378195
ELO1,853243,T0,0.53600866
NA,856528,T0,0.53591514
SPC25,856738,T0,0.53520304
PPN1,852063,T0,0.5348599
MZM1,852104,T0,0.53400254
PAM1,851838,T0,0.5339244
NA,856756,T0,0.5338526
NA,853027,T0,0.5309206
NUP60,851263,T0,0.53063136
ECM19,851106,T0,0.52939093
CET1,855873,T0,0.5282248
SEF1,852214,T0,0.5268716
NRM1,855743,T0,0.5255941
CMC2,852220,T0,0.52426195
NA,856212,T0,0.5238228
ARC15,854748,T0,0.5228379
SHY1,853009,T0,0.52067965
RRF1,856433,T0,0.51842904
TAF4,855017,T0,0.51544225
HTL1,850384,T0,0.51487553
SYN8,851219,T0,0.51341796
NA,856271,T0,0.51127595
OSH6,853872,T0,0.5085622
IES4,854361,T0,0.5079472
SNF6,856360,T0,0.5073907
YPI1,850553,T0,0.5049484
RIO2,855514,T0,0.502327
BLM10,850541,T0,0.50169575
SSB2,855512,T0,0.49908078
ATP16,851560,T0,0.49860525
SML1,854945,T0,0.4974804
SYH1,855999,T0,0.49690866
RPL34B,854759,T0,0.49513245
GOR1,855447,T0,0.49410844
TLG2,854142,T0,0.49278158
MEH1,853876,T0,0.48902327
PAN6,854661,T0,0.48811916
SFM1,854186,T0,0.48669046
PGA3,854914,T0,0.48439032
UFD4,853859,T0,0.4834751
IVY1,851815,T0,0.48171705
RPL26B,852922,T0,0.4801291
RPL7A,852804,T0,0.47713894
VMA7,852903,T0,0.4770183
NA,853375,T0,0.4746006
INM2,851881,T0,0.47393155
BRF1,853161,T0,0.47202855
MOB1,854700,T0,0.47192946
KIN4,854408,T0,0.4699328
SHP1,852222,T0,0.46813786
SKI2,851114,T0,0.46800256
LAM5,850501,T0,0.46709812
GET4,854335,T0,0.46524268
ERG2,855242,T0,0.4625471
MPE1,853806,T0,0.46136865
DAD3,852535,T0,0.4606831
NA,851550,T0,0.45934856
SQS1,855497,T0,0.4591358
HSP42,851751,T0,0.45860875
SDS3,854725,T0,0.45790672
TRM732,855301,T0,0.45784783
ARC19,853856,T0,0.4559185
ROT2,852530,T0,0.4551184
CWC21,852093,T0,0.45416754
SWP82,850495,T0,0.45369178
GIS4,855006,T0,0.45297986
NA,855513,T0,0.45215684
DID2,853906,T0,0.45167363
CHM7,853398,T0,0.45077428
MRPL36,852419,T0,0.4499967
GAD1,855291,T0,0.4495284
RPP1B,851427,T0,0.44946486
RNA14,855083,T0,0.44814825
OSH7,856389,T0,0.44696575
BET4,853421,T0,0.44608074
SHG1,852561,T0,0.44421166
SNC1,851203,T0,0.4399861
NPA3,853535,T0,0.43689656
GIM3,855569,T0,0.43439138
GAR1,856489,T0,0.4328234
SDH5,854083,T0,0.4300075
NA,850961,T0,0.4283988
MRP1,851948,T0,0.42523763
NPC2,851514,T0,0.4245456
SSM4,854781,T0,0.4220237
YUH1,853562,T0,0.4211437
SNF7,850712,T0,0.42076656
URB2,853498,T0,0.42061466
VRP1,851051,T0,0.41951162
NPR1,855538,T0,0.41670257
KTI12,853750,T0,0.41611838
MDM38,854130,T0,0.41184822
NA,855755,T0,0.40996754
RTF1,852607,T0,0.40989327
RPC10,856547,T0,0.40735763
TOM7,855654,T0,0.40590113
REH1,851103,T0,0.40325356
TOS1,852459,T0,0.4000397
ERG9,856597,T0,0.39991885
CHD1,856911,T0,0.3949075
RIM20,854449,T0,0.3943709
SCW4,853196,T0,0.39433277
COX5B,854695,T0,0.39280146
MAM33,854740,T0,0.39252818
LAS17,854353,T0,0.39139062
IOC4,855061,T0,0.3894573
MDR1,852992,T0,0.38909584
CSC1,850942,T0,0.3884514
DIG2,852091,T0,0.38663727
YFH1,851437,T0,0.3861186
NA,850418,T0,0.38571966
HOM3,856778,T0,0.3843458
NA,855527,T0,0.384067
ARP8,854309,T0,0.3823559
MRC1,850297,T0,0.3786308
CEX1,854279,T0,0.37844867
SHS1,851373,T0,0.37799537
DNF2,851667,T0,0.37699795
PIL1,852977,T0,0.37535846
FUM1,855866,T0,0.37535152
CAF16,850516,T0,0.3742419
SPT7,852373,T0,0.3742215
PDR1,852871,T0,0.3698235
HSP31,852146,T0,0.36818433
TFC1,852421,T0,0.36816698
RSA3,850918,T0,0.36809552
VMA22,856457,T0,0.36803904
HRK1,854441,T0,0.3677107
ABP140,854414,T0,0.36744684
EGD2,856600,T0,0.3667875
FKH2,855656,T0,0.36404663
NA,855776,T0,0.3617705
DLD1,851380,T0,0.3605494
HBN1,850331,T0,0.3602776
CBC2,855925,T0,0.35918838
MRH1,851597,T0,0.35689652
SAN1,851721,T0,0.35091776
SOK1,851569,T0,0.3507836
RCO1,855097,T0,0.3450924
MBF1,854474,T0,0.34506845
UTP10,853335,T0,0.34493244
UME6,851788,T0,0.34162724
PSH1,854102,T0,0.34056327
COQ11,850997,T0,0.34047905
RTS1,854179,T0,0.3403688
MIG1,852848,T0,0.3387295
PHO2,851452,T0,0.33865148
GLC7,856870,T0,0.33676243
HIS1,856782,T0,0.33633295
RFS1,852341,T0,0.33554652
PDR5,854324,T0,0.3343427
SRB6,852555,T0,0.33251947
MAK3,856163,T0,0.3309352
CRH1,853102,T0,0.33025664
USE1,852780,T0,0.32958132
DGK1,854488,T0,0.32954544
AIM21,854819,T0,0.32950938
SPT2,856908,T0,0.32821757
TEF1,856195,T0,0.3264954
BUL1,855318,T0,0.32643086
SAP190,853899,T0,0.32635495
SCW10,855352,T0,0.32361972
HSE1,856387,T0,0.32291865
LTP1,856187,T0,0.32272255
YAR1,855837,T0,0.32160413
TRM9,854994,T0,0.32154474
RPS21B,853305,T0,0.32069463
FDC1,852152,T0,0.31924632
RPL22A,850750,T0,0.31870604
ERG4,852872,T0,0.31860995
NA,851835,T0,0.31671083
RPS21A,853931,T0,0.31551135
HEK2,852248,T0,0.31496564
VMA10,856435,T0,0.3132217
UBX7,852576,T0,0.3112472
HAP3,852260,T0,0.3106798
MST1,853640,T0,0.31031215
ERP2,851226,T0,0.30915076
MKS1,855648,T0,0.30892783
LRP1,856481,T0,0.30838993
YRB2,854747,T0,0.3051145
GOS1,856354,T0,0.30466774
NUP1,854265,T0,0.30377072
RGI1,856797,T0,0.3032943
RTG1,854087,T0,0.3022317
TOR2,853632,T0,0.30201152
RTG3,852171,T0,0.30170006
RPT3,852003,T0,0.3014316
SOD1,853568,T0,0.30132586
NOP16,856719,T0,0.3005957
FPR1,855587,T0,0.2970525
SWI4,856847,T0,0.29701072
TDA1,855336,T0,0.29607797
NHP6B,852386,T0,0.29590654
SWC4,852885,T0,0.2958428
FBP26,853286,T0,0.29570073
PDC2,851654,T0,0.29501528
CRN1,851148,T0,0.2947147
ALG13,852835,T0,0.2926885
HPM1,854696,T0,0.2899527
DNF3,855197,T0,0.2897989
COR1,852235,T0,0.2897674
CDC36,851389,T0,0.28778154
NA,850841,T0,0.28683096
ERV25,854997,T0,0.28559148
SUS1,1466445,T0,0.28544265
SEC4,850543,T0,0.28417504
TIF6,856126,T0,0.28363377
COX12,850727,T0,0.28260624
NUP120,853808,T0,0.28186622
GCR2,855522,T0,0.27989668
LSB1,853037,T0,0.27969578
CWH43,850376,T0,0.27940783
YRB1,851565,T0,0.2761052
NA,850375,T0,0.27525672
RPL38,851035,T0,0.2743743
IDH1,855691,T0,0.27204406
NA,856204,T0,0.27019298
LCP5,856864,T0,0.26995212
ALY2,853361,T0,0.26932064
ZDS1,855316,T0,0.26831454
KSP1,856482,T0,0.2677699
PGK1,850370,T0,0.26695186
EMC4,852620,T0,0.26625782
MGE1,854407,T0,0.26574838
RVS167,851996,T0,0.26530498
FAR11,855596,T0,0.26492357
ILV6,850348,T0,0.2647401
SSD1,851887,T0,0.2641821
ARL3,856056,T0,0.26370966
AIM24,853543,T0,0.26161146
VAN1,854925,T0,0.2615075
SVL3,856075,T0,0.26148158
RTN2,851323,T0,0.26093757
SNU71,852896,T0,0.26082563
FUN30,851214,T0,0.26050735
SNZ1,855121,T0,0.25849813
MYO2,854504,T0,0.2560467
NA,852346,T0,0.25579217
SRP54,856203,T0,0.25528753
NUP100,853796,T0,0.2549982
AVT7,854721,T0,0.25487015
ADH4,852636,T0,0.25296858
CHZ1,856752,T0,0.25277364
BOI2,856850,T0,0.25265503
GPI17,852044,T0,0.25199914
OTU2,856373,T0,0.25060117
MRPS16,856094,T0,0.24966621
VMA13,856148,T0,0.24925882
TVP23,851657,T0,0.24856138
RPS14B,853248,T0,0.24821001
CAP1,853862,T0,0.24741358
RPN11,850554,T0,0.24670017
BBC1,853433,T0,0.24655679
TPK1,853275,T0,0.24641755
SIS2,853946,T0,0.24632868
GYL1,855230,T0,0.2445293
ATM1,855347,T0,0.24423629
RPN2,854735,T0,0.24406663
LSB3,850580,T0,0.24353749
ECM21,852173,T0,0.24293783
NUP2,851048,T0,0.24125226
INP53,854276,T0,0.24123281
APL6,853177,T0,0.24064255
LSM3,851159,T0,0.24017239
HPT1,852008,T0,0.23934782
ZTA1,852335,T0,0.23908979
NA,853888,T0,0.23884968
KGD2,851726,T0,0.23868553
EMI2,852128,T0,0.23781276
ERG27,850790,T0,0.23739782
UGP1,853830,T0,0.237249
RPS13,851636,T0,0.2358144
MRP8,853715,T0,0.23522776
MET3,853466,T0,0.23418415
NA,852253,T0,0.23317575
BUD3,850345,T0,0.23231715
KRI1,855408,T0,0.23193729
SXM1,852004,T0,0.23109657
GUS1,852606,T0,0.22918782
ADK1,851812,T0,0.22880214
YGP1,855562,T0,0.22756034
REG1,851592,T0,0.22745317
IMG2,850434,T0,0.22647685
MLP1,853970,T0,0.2254709
TIM44,854790,T0,0.2232995
CNE1,851241,T0,0.22305644
NOP6,851313,T0,0.22291405
RIF1,852578,T0,0.22219545
NA,853771,T0,0.22022933
MAK31,850383,T0,0.21905476
NA,851059,T0,0.21900359
TAF6,852766,T0,0.2182822
IRC5,850599,T0,0.21587212
FCF2,850740,T0,0.21517777
HCR1,850889,T0,0.21326467
PAL1,851949,T0,0.21293697
AYR1,854682,T0,0.21277037
COX13,852684,T0,0.21070194
TUP1,850445,T0,0.21069202
RPL32,852185,T0,0.21017641
POP2,855788,T0,0.21013021
MRPL23,854321,T0,0.21000051
RPF2,853956,T0,0.20887746
YAP1,855005,T0,0.2086127
ACP1,853642,T0,0.20846614
RCF1,854978,T0,0.20829085
RTK1,851536,T0,0.20802361
ERV14,852826,T0,0.20800866
RKM1,855893,T0,0.2077991
COG4,856220,T0,0.2067098
MGR1,850313,T0,0.20625618
ESC1,855259,T0,0.20521677
NA,853794,T0,0.20513833
GTT1,854856,T0,0.20511293
MRP51,855985,T0,0.20492089
COA3,853383,T0,0.20481998
VAS1,852986,T0,0.20463157
DOT5,854805,T0,0.20407294
UGO1,852081,T0,0.20386094
MTR3,853062,T0,0.20315403
TAN1,852619,T0,0.20195922
MED7,853985,T0,0.20146328
RPL8A,856352,T0,0.20086128
TOM1,852068,T0,0.2005344
TRP1,851570,T0,0.19993228
NAR1,855481,T0,0.19978404
NPL6,855116,T0,0.1997475
GRX7,852302,T0,0.19956163
BRE5,855787,T0,0.19928789
NHP2,851319,T0,0.19774449
SAM2,852113,T0,0.196477
COF1,850676,T0,0.19595468
PEX19,851494,T0,0.19528532
MIX17,855014,T0,0.19432387
VTI1,855237,T0,0.19411257
NHP6A,856165,T0,0.19396389
GIP3,855967,T0,0.19304298
HEH2,852069,T0,0.19282119
PHO88,852403,T0,0.192586
DSK2,855319,T0,0.19217171
IES1,850534,T0,0.1913408
NSG1,856535,T0,0.1907072
EBP2,853682,T0,0.18981785
SLM1,854701,T0,0.1893335
MTC5,851706,T0,0.1892128
SKG1,853975,T0,0.18824291
PTK2,853522,T0,0.18782131
IDI1,855986,T0,0.18752569
PMT6,853113,T0,0.18650436
ECM10,856682,T0,0.18536244
RSM25,854715,T0,0.18484783
MPT5,852697,T0,0.1845153
RAS1,854268,T0,0.18231279
MYO5,855136,T0,0.1815179
RPL33B,854409,T0,0.18082958
AIF1,855811,T0,0.18040717
CUB1,855867,T0,0.18008913
MTC4,852557,T0,0.17952538
SPA2,850639,T0,0.17785627
LPD1,850527,T0,0.17699939
USO1,851501,T0,0.17665954
YPS1,850811,T0,0.1766058
ROX1,856178,T0,0.17431413
RPT5,854284,T0,0.17317654
RPC53,851404,T0,0.17298895
CDC31,854431,T0,0.17220986
DBP6,855774,T0,0.17148767
DDI1,856886,T0,0.17133114
BUD27,850521,T0,0.16916722
GCN20,850561,T0,0.16910261
MRN1,855917,T0,0.16904882
SEC61,851095,T0,0.16821657
CDC60,855943,T0,0.16671753
SNX4,853416,T0,0.1662184
MDH1,853777,T0,0.16534197
MTR10,854331,T0,0.16240947
GSY2,850962,T0,0.16192895
NUP188,854868,T0,0.1613878
SKN7,856613,T0,0.16128324
DPB3,852580,T0,0.16112173
RSF2,853592,T0,0.16039342
NA,856668,T0,0.1597955
UBA4,856511,T0,0.1597302
CRM1,853133,T0,0.1597174
MRPL28,852073,T0,0.15903401
BCY1,854778,T0,0.15880007
ORM1,852926,T0,0.15828043
ENO2,856579,T0,0.15823382
PPZ1,854992,T0,0.15800807
CDC55,852685,T0,0.15796581
BUD21,854245,T0,0.1571967
RPO26,856317,T0,0.15676661
BEM2,856899,T0,0.15665591
ASF1,853327,T0,0.15643367
IGO1,855565,T0,0.156073
MPD1,854462,T0,0.15576196
EDE1,852233,T0,0.15471366
RPS14A,850397,T0,0.15336773
CIA2,856522,T0,0.15142772
RPL27A,856401,T0,0.15027277
NTF2,856727,T0,0.14990209
GIS1,851670,T0,0.14975071
SBP1,856351,T0,0.1489222
APL3,852243,T0,0.14878678
VAM6,851482,T0,0.14807987
NA,853391,T0,0.14701724
RSM10,851611,T0,0.14693853
SLH1,853187,T0,0.1453461
MNP1,852811,T0,0.14435661
SLF1,852127,T0,0.14400479
MPP10,853458,T0,0.14282213
OM45,854670,T0,0.1427148
HPC2,852516,T0,0.14270967
NA,855128,T0,0.14240485
NA,855236,T0,0.14216287
NA,855608,T0,0.14159
ABF2,855094,T0,0.14129628
YPT52,853884,T0,0.14104839
TEX1,855468,T0,0.14073475
EPO1,855154,T0,0.13989997
PTC2,856823,T0,0.13957128
ABD1,852538,T0,0.13868272
RCF3,852558,T0,0.1386006
YRA1,851988,T0,0.13844986
HOS3,855987,T0,0.1378208
CAB1,852144,T0,0.13755345
MSC6,854536,T0,0.13727981
END3,855640,T0,0.13650069
RPT1,853712,T0,0.13578497
MEF1,850758,T0,0.13507187
IRA2,854073,T0,0.13486078
LSC1,854310,T0,0.1348159
NBA1,854084,T0,0.1343782
NOT5,856186,T0,0.13417998
VOA1,852998,T0,0.13323236
AAC1,855078,T0,0.13302135
NA,852590,T0,0.128831
TFA2,853936,T0,0.12808289
YIP3,855683,T0,0.12710784
DPS1,850643,T0,0.12702570999999999
TAE1,852564,T0,0.12701094
YTH1,856222,T0,0.12590604
NA,853115,T0,0.12570345
HEL2,851859,T0,0.12479454
ORM2,851064,T0,0.12396872
PRM8,852828,T0,0.12395918
SFH1,851032,T0,0.12177946
GPM1,853705,T0,0.12140333
PMT2,851210,T0,0.11948031
HAA1,856117,T0,0.11602658
ERG8,855260,T0,0.11503315
CBF1,853523,T0,0.11495516
BFR1,854373,T0,0.11450265
PAF1,852582,T0,0.11421788
FPS1,850683,T0,0.114178866
STU2,850734,T0,0.11284435
FPR2,852131,T0,0.11280921
RPS0A,853128,T0,0.112804234
HXT5,856496,T0,0.11136758
BUD4,853554,T0,0.11124551
APS2,853521,T0,0.11083239
NMD2,856476,T0,0.11057973
SRP40,853967,T0,0.1102286
RPL39,853250,T0,0.109328866
CBK1,855561,T0,0.10910188
PHB2,853146,T0,0.10884155
LRS4,852049,T0,0.1086629
CKI1,850824,T0,0.10865081
BOL1,851252,T0,0.108303964
NFU1,853826,T0,0.10772282
GGA2,856508,T0,0.107636526
LAT1,855653,T0,0.106692076
MEF2,853342,T0,0.105044365
OSH3,856472,T0,0.10392559
MIC12,852566,T0,0.102769755
MRPS35,853075,T0,0.10191941
NA,853607,T0,0.10189952
SSH1,852586,T0,0.10156512
RSP5,856862,T0,0.10090202
MAS2,856419,T0,0.09886081
MLP2,854657,T0,0.097783595
NA,852087,T0,0.097038075
COQ6,853170,T0,0.096910864
ACF4,853545,T0,0.096446246
IMG1,850413,T0,0.09629151
PRP11,851518,T0,0.096227705
ATH1,856137,T0,0.09575187
DBP9,850982,T0,0.09555858
YPK2,855130,T0,0.09536761
GTS1,852694,T0,0.095292985
HEM13,851614,T0,0.09497422
KTR4,852498,T0,0.094699144
VPS4,856303,T0,0.094373465
OYE2,856584,T0,0.09422877
NA,852737,T0,0.09398946
PMT1,851462,T0,0.09304941
SAP155,850601,T0,0.09294081
SIL1,854126,T0,0.092806935
SIP2,852664,T0,0.092594795
GSF2,854957,T0,0.09240103
TGL4,853964,T0,0.09136301
PGM1,853732,T0,0.090917945
SMI1,853144,T0,0.09065771
DST1,852839,T0,0.08978726
ESS1,853475,T0,0.089785695
ALG1,852407,T0,0.0897069
RTR1,856882,T0,0.08920768
DET1,851621,T0,0.08675149
ARO10,851987,T0,0.0865199
ACO1,851013,T0,0.08630657
CUE5,854206,T0,0.08508134
GCG1,856910,T0,0.08495259
CST6,854775,T0,0.0838674
SHE1,852249,T0,0.08364737
GVP36,854770,T0,0.08363497
FCY1,856175,T0,0.08284104
QCR7,852142,T0,0.08164048
TMT1,856922,T0,0.081555784
HHT1,852295,T0,0.08042991
VPS27,855739,T0,0.08027178
VPS17,854300,T0,0.080140695
TIF3,856292,T0,0.07931243
MRI1,856234,T0,0.078643665
SEC16,856020,T0,0.078218706
ENT2,850903,T0,0.07675326
MSO1,855785,T0,0.07661727
HUB1,855767,T0,0.07645372
ABP1,850450,T0,0.07573676
SIR4,851813,T0,0.075686924
SPC42,853824,T0,0.07551426
