"","3","9","15","21","27","33","39","45","51","57","63","69","75","81","87","93"
"Ribosome biogenesis in eukaryotes",-1.89136854610676,-1.43172059463084,-1.10958612785289,1.49959989893107,1.31966409059749,1.47530231943062,1.60373322647066,1.20282029798379,1.1787819775491,1.00297907806011,-0.793861980301327,0.799314235405963,-0.982837875032626,-1.25965378404247,-1.23440624099547,-1.70684447085575
"Pyrimidine metabolism",-1.75699908146231,-1.33543828930318,-1.4937217061895,0.894386092708639,1.11314868451642,0.986917731704059,0.794350379990995,1.18675642015639,1.33955973697314,-0.841734660538604,-0.74299850438527,-1.33819182717925,-1.29355892345205,-0.967080855122897,-1.05703793301234,-1.05540315438093
"DNA replication",-1.73901339642173,-1.26291618745649,-0.862579622818402,-0.838598514413279,1.15486814565637,1.71415853330507,1.59718583970663,1.41700696699056,1.39476471856771,1.38063213898213,0.930583079270162,0.901980195640627,0.986008622102241,0.9584458001842,-0.995039696150277,-1.3785698025761
"Biosynthesis of cofactors",-1.51782384305826,-0.863627293893939,-1.17307831358227,1.3405715426321,1.12256981561078,1.17410919918311,1.14143525792279,1.23534654248902,1.01536457500026,-0.802117816945805,-0.783265246067197,-1.19971634758225,-1.48346933864066,-1.27112747011041,-1.011491570221,-0.791314450678067
"Arginine biosynthesis",-1.62309875992875,-1.05910958354444,0.882139558324285,0.988977281371216,0.796228338555461,0.841346403259136,0.773712266878359,1.00907151066698,0.615092533630439,-0.54267482387489,0.566900167996316,0.676638969616071,0.740053599375554,0.561777423477107,0.428566667856697,0.808441323144613
"Alanine, aspartate and glutamate metabolism",-1.61158111066509,-1.01588538961335,-0.711711481722685,0.901243701119282,0.696049224428525,0.869271410153399,0.998999193100097,1.07311945623107,0.917425891988095,-0.921253921265345,-1.38528680439664,-0.866067366272386,-0.684156674923495,-0.849610355010105,-0.594705434991807,0.741161937809556
"SNARE interactions in vesicular transport",1.52340837883035,1.67973878213105,-1.11109650542962,1.0586939556173,1.12383337917283,0.926121266912696,1.1752443981481,1.09723228661689,1.09172418488581,-0.867989173574084,-0.786714710950095,-0.898727548319717,-1.08102002252567,-0.77661897602892,0.78797841412356,1.27084751211578
"Base excision repair",-1.51006061141435,-0.978022111221843,-1.21345452634374,-1.10202115918664,1.16314679865647,1.31331884819099,1.17185907540946,1.23274673161502,1.26820029315169,-0.756233584170197,-1.11159563647069,-0.956694545011639,-0.890620277205072,-1.10704216190517,-1.4386704424285,-1.57021799358911
"Mismatch repair",-1.47090101865987,-1.28516530049554,-1.55992199482155,-1.15667579968274,1.12975825169085,1.54459177275738,1.362539314173,1.24247534996744,1.10994447113322,1.19930531702576,-1.73658592251845,-1.80565754700222,-1.50435361501848,-1.79559020037068,-1.63979358611051,-1.50990038624359
"Peroxisome",1.39760459632214,1.03171984988195,-0.955883877921309,-1.13658245620828,0.811128748873112,0.706887183818045,0.608537903169715,0.861789853369398,1.38595129086775,1.61794869745011,1.48919894239198,1.46626871626895,1.44139091851366,1.56722510161625,0.944196347274269,-0.945158464300603
"Histidine metabolism",-1.35641700967171,-1.51305971885056,-1.33580421093163,1.13608281500441,1.17456774308301,1.08380667786237,0.764261423908551,1.13680967047984,1.24931936477987,1.20678959490476,0.786618675605816,-1.96739010274756,-1.4872269657946,-0.933103612734012,-0.975645412720649,-0.970214761451792
"Tryptophan metabolism",-1.3007817800235,-1.08029904922481,-0.954162843857726,0.681134450553206,0.862991246530242,0.68542864577149,0.730376881410315,0.975395368360541,1.13754945882974,0.876462348636399,0.783122500905241,-1.54453149072615,-1.70876302158452,-1.08038351081487,0.78847292866045,0.79998916156097
"Various types of N-glycan biosynthesis",-1.25695279241195,-1.71380756313646,-1.16567355930249,1.26574522449079,1.23659085725692,1.1762154609287,1.18162400566517,1.31764031507168,1.10354269300435,0.893289353962443,-0.90792860598061,-0.876388077001905,-0.99142992482666,-1.22375957681539,-1.13600271881345,-1.34556949804486
"Nucleocytoplasmic transport",-1.23484084943576,-1.67023545473517,-1.13074226099066,1.1282655727336,0.989524922941217,1.08351012570601,0.964936499244128,1.12782248370672,1.14644114995726,-1.0256513948638,-0.979576571552712,-1.37789567406178,-1.15399807149045,-0.694466667631764,-1.36348728934731,-1.05605031616491
